width	length	x	Vmax 
1.540000 3.010000 0.323800 0.682637 numThread:%!d(MISSING) 
2.380000 1.330000 0.274000 0.392539 numThread:%!d(MISSING) 
3.470000 7.750000 0.749300 9.234381 numThread:%!d(MISSING) 
8.530000 6.440000 1.211500 29.720299 numThread:%!d(MISSING) 
8.470000 8.090000 1.378900 41.999354 numThread:%!d(MISSING) 
5.500000 6.810000 1.008600 16.835918 numThread:%!d(MISSING) 
6.930000 6.540000 1.121100 22.587056 numThread:%!d(MISSING) 
8.710000 5.250000 1.060700 21.864309 numThread:%!d(MISSING) 
7.870000 5.730000 1.092000 22.017511 numThread:%!d(MISSING) 
2.210000 4.950000 0.477500 2.394054 numThread:%!d(MISSING) 
2.390000 4.160000 0.489000 2.197069 numThread:%!d(MISSING) 
6.610000 9.750000 1.290000 37.274679 numThread:%!d(MISSING) 
6.590000 3.240000 0.687100 6.686610 numThread:%!d(MISSING) 
3.870000 6.530000 0.785400 8.955282 numThread:%!d(MISSING) 
7.710000 1.090000 0.262200 1.065627 numThread:%!d(MISSING) 
2.280000 5.860000 0.503900 3.110559 numThread:%!d(MISSING) 
0.350000 1.050000 0.079000 0.013530 numThread:%!d(MISSING) 
4.810000 7.350000 0.949100 15.066537 numThread:%!d(MISSING) 
7.770000 3.430000 0.742600 9.076561 numThread:%!d(MISSING) 
3.110000 7.910000 0.686300 7.795049 numThread:%!d(MISSING) 
5.570000 0.140000 0.034800 0.013476 numThread:%!d(MISSING) 
8.480000 8.490000 1.414200 45.250297 numThread:%!d(MISSING) 
5.840000 2.740000 0.586500 4.289185 numThread:%!d(MISSING) 
5.770000 8.860000 1.140100 26.179188 numThread:%!d(MISSING) 
4.050000 7.740000 0.847400 12.064989 numThread:%!d(MISSING) 
8.470000 2.590000 0.590400 6.064554 numThread:%!d(MISSING) 
2.550000 8.550000 0.582900 5.957943 numThread:%!d(MISSING) 
5.430000 4.130000 0.774900 7.758060 numThread:%!d(MISSING) 
1.450000 7.110000 0.342100 1.683432 numThread:%!d(MISSING) 
3.950000 2.730000 0.529500 2.557941 numThread:%!d(MISSING) 
1.010000 5.050000 0.238600 0.581322 numThread:%!d(MISSING) 
8.270000 2.990000 0.667800 7.661183 numThread:%!d(MISSING) 
4.660000 8.630000 0.968000 17.650953 numThread:%!d(MISSING) 
0.580000 1.270000 0.124800 0.042075 numThread:%!d(MISSING) 
1.000000 1.570000 0.198900 0.140403 numThread:%!d(MISSING) 
4.250000 1.390000 0.314500 0.866630 numThread:%!d(MISSING) 
9.540000 5.420000 1.112100 26.000713 numThread:%!d(MISSING) 
9.260000 8.090000 1.436000 47.865591 numThread:%!d(MISSING) 
0.980000 0.790000 0.145000 0.050025 numThread:%!d(MISSING) 
3.370000 9.190000 0.751300 10.785250 numThread:%!d(MISSING) 
2.710000 1.100000 0.241500 0.331835 numThread:%!d(MISSING) 
7.350000 8.280000 1.295600 35.074304 numThread:%!d(MISSING) 
3.690000 4.780000 0.688500 5.419279 numThread:%!d(MISSING) 
7.650000 4.530000 0.919600 14.378590 numThread:%!d(MISSING) 
7.840000 1.700000 0.399400 2.534404 numThread:%!d(MISSING) 
9.250000 6.020000 1.189800 29.758093 numThread:%!d(MISSING) 
4.310000 3.530000 0.643700 4.363309 numThread:%!d(MISSING) 
2.500000 1.030000 0.225600 0.267527 numThread:%!d(MISSING) 
8.180000 1.270000 0.304200 1.523851 numThread:%!d(MISSING) 
6.130000 2.780000 0.598900 4.673652 numThread:%!d(MISSING) 
8.370000 5.310000 1.057400 21.133847 numThread:%!d(MISSING) 
4.740000 6.360000 0.895900 12.065952 numThread:%!d(MISSING) 
5.610000 0.790000 0.190100 0.407417 numThread:%!d(MISSING) 
8.560000 6.700000 1.243600 31.815630 numThread:%!d(MISSING) 
6.270000 6.510000 1.064400 19.311862 numThread:%!d(MISSING) 
8.240000 6.400000 1.191400 28.033099 numThread:%!d(MISSING) 
6.620000 9.690000 1.288800 37.054502 numThread:%!d(MISSING) 
7.140000 5.570000 1.035200 18.366076 numThread:%!d(MISSING) 
1.200000 3.320000 0.268000 0.495418 numThread:%!d(MISSING) 
5.970000 8.760000 1.163100 27.267112 numThread:%!d(MISSING) 
3.990000 1.170000 0.267900 0.586876 numThread:%!d(MISSING) 
0.930000 1.730000 0.193400 0.141110 numThread:%!d(MISSING) 
9.390000 9.980000 1.611900 67.151884 numThread:%!d(MISSING) 
8.070000 2.510000 0.571100 5.411655 numThread:%!d(MISSING) 
5.980000 0.380000 0.093400 0.104538 numThread:%!d(MISSING) 
5.700000 5.510000 0.933800 13.035039 numThread:%!d(MISSING) 
2.780000 0.410000 0.098400 0.054193 numThread:%!d(MISSING) 
3.850000 5.260000 0.732400 6.629913 numThread:%!d(MISSING) 
3.030000 1.800000 0.365100 0.898265 numThread:%!d(MISSING) 
2.040000 5.510000 0.454200 2.365097 numThread:%!d(MISSING) 
4.040000 3.210000 0.592400 3.425465 numThread:%!d(MISSING) 
9.190000 3.510000 0.777900 11.605298 numThread:%!d(MISSING) 
6.800000 8.640000 1.259500 33.003939 numThread:%!d(MISSING) 
6.230000 0.170000 0.042200 0.022200 numThread:%!d(MISSING) 
6.970000 5.630000 1.032300 18.054631 numThread:%!d(MISSING) 
1.610000 7.340000 0.378000 2.125394 numThread:%!d(MISSING) 
8.130000 0.860000 0.209000 0.712419 numThread:%!d(MISSING) 
9.890000 9.270000 1.594200 64.973933 numThread:%!d(MISSING) 
0.700000 9.900000 0.171800 0.585134 numThread:%!d(MISSING) 
7.370000 5.570000 1.047500 19.201330 numThread:%!d(MISSING) 
8.290000 4.600000 0.949400 16.390356 numThread:%!d(MISSING) 
9.010000 8.710000 1.476000 51.485779 numThread:%!d(MISSING) 
6.030000 9.750000 1.209600 32.018176 numThread:%!d(MISSING) 
3.640000 9.880000 0.810900 13.515026 numThread:%!d(MISSING) 
6.780000 2.570000 0.570200 4.597165 numThread:%!d(MISSING) 
1.190000 3.580000 0.268700 0.533531 numThread:%!d(MISSING) 
3.080000 0.280000 0.068300 0.028828 numThread:%!d(MISSING) 
6.590000 6.470000 1.088200 20.621644 numThread:%!d(MISSING) 
5.800000 5.810000 0.967500 14.490127 numThread:%!d(MISSING) 
8.560000 2.190000 0.508000 4.499181 numThread:%!d(MISSING) 
5.850000 5.920000 0.980800 15.096319 numThread:%!d(MISSING) 
3.650000 5.360000 0.711300 6.238218 numThread:%!d(MISSING) 
8.420000 1.800000 0.423400 3.056429 numThread:%!d(MISSING) 
8.830000 0.080000 0.020000 0.007032 numThread:%!d(MISSING) 
4.460000 3.660000 0.666900 4.849808 numThread:%!d(MISSING) 
2.160000 4.940000 0.468400 2.293621 numThread:%!d(MISSING) 
3.630000 4.020000 0.635000 4.121150 numThread:%!d(MISSING) 
2.570000 7.220000 0.575200 4.956156 numThread:%!d(MISSING) 
7.610000 1.900000 0.441600 3.020460 numThread:%!d(MISSING) 
8.110000 6.700000 1.217500 29.468218 numThread:%!d(MISSING) 
6.350000 5.080000 0.935000 13.446048 numThread:%!d(MISSING) 
5.400000 1.770000 0.400300 1.784801 numThread:%!d(MISSING) 
9.030000 4.810000 1.002400 19.754388 numThread:%!d(MISSING) 
4.670000 5.840000 0.859700 10.452441 numThread:%!d(MISSING) 
4.330000 3.070000 0.590400 3.512566 numThread:%!d(MISSING) 
0.570000 2.080000 0.131400 0.073353 numThread:%!d(MISSING) 
8.230000 6.810000 1.236700 30.873067 numThread:%!d(MISSING) 
2.910000 9.380000 0.662300 8.458254 numThread:%!d(MISSING) 
8.750000 1.580000 0.375500 2.490005 numThread:%!d(MISSING) 
8.310000 6.240000 1.176200 27.241693 numThread:%!d(MISSING) 
8.620000 9.130000 1.477300 51.684982 numThread:%!d(MISSING) 
1.820000 5.210000 0.408400 1.799924 numThread:%!d(MISSING) 
1.190000 6.960000 0.283700 1.129135 numThread:%!d(MISSING) 
2.960000 4.720000 0.591400 3.717725 numThread:%!d(MISSING) 
2.980000 9.400000 0.676600 8.857055 numThread:%!d(MISSING) 
3.940000 5.060000 0.732800 6.517511 numThread:%!d(MISSING) 
5.040000 9.310000 1.046400 22.257485 numThread:%!d(MISSING) 
5.040000 9.090000 1.040400 21.579586 numThread:%!d(MISSING) 
0.790000 1.840000 0.171900 0.114761 numThread:%!d(MISSING) 
2.070000 7.880000 0.479000 3.686989 numThread:%!d(MISSING) 
2.040000 4.640000 0.442000 1.919136 numThread:%!d(MISSING) 
3.850000 8.040000 0.820800 11.598090 numThread:%!d(MISSING) 
3.280000 2.830000 0.505000 2.086357 numThread:%!d(MISSING) 
9.800000 0.110000 0.027400 0.014739 numThread:%!d(MISSING) 
8.340000 0.230000 0.057100 0.054390 numThread:%!d(MISSING) 
7.200000 8.020000 1.262800 32.432522 numThread:%!d(MISSING) 
3.690000 8.410000 0.799800 11.386321 numThread:%!d(MISSING) 
6.280000 7.320000 1.123400 22.986146 numThread:%!d(MISSING) 
2.850000 7.600000 0.633300 6.350926 numThread:%!d(MISSING) 
2.530000 3.620000 0.488900 2.005088 numThread:%!d(MISSING) 
6.960000 0.770000 0.186900 0.487707 numThread:%!d(MISSING) 
3.770000 2.850000 0.535900 2.571216 numThread:%!d(MISSING) 
1.370000 0.020000 0.005000 0.000068 numThread:%!d(MISSING) 
7.170000 9.450000 1.346400 40.733091 numThread:%!d(MISSING) 
1.740000 9.070000 0.412100 3.111975 numThread:%!d(MISSING) 
2.780000 1.740000 0.347900 0.757142 numThread:%!d(MISSING) 
6.060000 4.370000 0.835600 9.897259 numThread:%!d(MISSING) 
4.340000 5.990000 0.828500 9.631676 numThread:%!d(MISSING) 
8.270000 1.510000 0.358700 2.147247 numThread:%!d(MISSING) 
7.270000 2.090000 0.479500 3.422547 numThread:%!d(MISSING) 
0.870000 4.830000 0.206800 0.416835 numThread:%!d(MISSING) 
4.700000 8.600000 0.973600 17.830343 numThread:%!d(MISSING) 
4.320000 7.550000 0.884800 13.044015 numThread:%!d(MISSING) 
2.510000 5.190000 0.534100 3.174055 numThread:%!d(MISSING) 
5.890000 1.350000 0.315900 1.192977 numThread:%!d(MISSING) 
3.530000 8.960000 0.778700 11.370865 numThread:%!d(MISSING) 
7.900000 6.370000 1.168800 26.215976 numThread:%!d(MISSING) 
7.820000 1.560000 0.368600 2.148100 numThread:%!d(MISSING) 
1.680000 9.800000 0.400400 3.168003 numThread:%!d(MISSING) 
0.510000 0.580000 0.090300 0.011880 numThread:%!d(MISSING) 
3.740000 6.870000 0.775400 9.029372 numThread:%!d(MISSING) 
7.810000 5.860000 1.104900 22.586200 numThread:%!d(MISSING) 
6.680000 4.910000 0.932600 13.672012 numThread:%!d(MISSING) 
6.670000 6.000000 1.051400 18.714175 numThread:%!d(MISSING) 
3.700000 7.460000 0.783200 9.848415 numThread:%!d(MISSING) 
9.880000 5.070000 1.065400 24.266028 numThread:%!d(MISSING) 
0.340000 0.190000 0.039100 0.001144 numThread:%!d(MISSING) 
6.670000 8.920000 1.259200 33.465611 numThread:%!d(MISSING) 
6.690000 8.710000 1.250600 32.524881 numThread:%!d(MISSING) 
0.290000 3.810000 0.071100 0.038543 numThread:%!d(MISSING) 
4.110000 8.710000 0.878800 14.372621 numThread:%!d(MISSING) 
9.360000 0.570000 0.140300 0.368649 numThread:%!d(MISSING) 
0.890000 9.070000 0.216800 0.854550 numThread:%!d(MISSING) 
1.180000 7.920000 0.283200 1.277846 numThread:%!d(MISSING) 
5.530000 8.100000 1.076800 21.619371 numThread:%!d(MISSING) 
0.830000 0.280000 0.063100 0.006830 numThread:%!d(MISSING) 
0.630000 6.330000 0.153400 0.298624 numThread:%!d(MISSING) 
9.240000 9.990000 1.598800 65.618586 numThread:%!d(MISSING) 
6.460000 3.580000 0.739100 7.738929 numThread:%!d(MISSING) 
9.750000 8.010000 1.458800 50.756486 numThread:%!d(MISSING) 
8.340000 0.900000 0.218600 0.799511 numThread:%!d(MISSING) 
8.990000 3.330000 0.741300 10.281216 numThread:%!d(MISSING) 
0.770000 0.100000 0.024100 0.000901 numThread:%!d(MISSING) 
6.310000 0.920000 0.221000 0.619884 numThread:%!d(MISSING) 
8.300000 5.090000 1.023500 19.475034 numThread:%!d(MISSING) 
2.760000 1.800000 0.355500 0.793249 numThread:%!d(MISSING) 
1.710000 4.140000 0.374400 1.220402 numThread:%!d(MISSING) 
6.310000 9.430000 1.236500 33.007142 numThread:%!d(MISSING) 
3.890000 1.370000 0.307100 0.760333 numThread:%!d(MISSING) 
0.500000 1.280000 0.110400 0.032648 numThread:%!d(MISSING) 
5.650000 6.110000 0.977800 15.007289 numThread:%!d(MISSING) 
3.190000 1.010000 0.229400 0.345347 numThread:%!d(MISSING) 
3.330000 1.850000 0.381700 1.064511 numThread:%!d(MISSING) 
5.940000 3.880000 0.766000 7.928088 numThread:%!d(MISSING) 
7.240000 3.020000 0.660200 6.642241 numThread:%!d(MISSING) 
6.760000 3.060000 0.659500 6.247299 numThread:%!d(MISSING) 
8.340000 8.890000 1.433600 47.253721 numThread:%!d(MISSING) 
9.520000 9.810000 1.610300 66.842372 numThread:%!d(MISSING) 
4.750000 0.890000 0.211100 0.427381 numThread:%!d(MISSING) 
0.910000 5.640000 0.217600 0.537742 numThread:%!d(MISSING) 
0.850000 2.500000 0.191400 0.189324 numThread:%!d(MISSING) 
1.140000 0.320000 0.073600 0.012627 numThread:%!d(MISSING) 
5.900000 4.900000 0.888500 11.440441 numThread:%!d(MISSING) 
3.590000 9.910000 0.801600 13.229567 numThread:%!d(MISSING) 
3.280000 3.840000 0.587900 3.295773 numThread:%!d(MISSING) 
9.290000 9.110000 1.533100 57.668173 numThread:%!d(MISSING) 
5.230000 7.200000 0.997500 16.796080 numThread:%!d(MISSING) 
5.680000 3.850000 0.751400 7.367269 numThread:%!d(MISSING) 
9.040000 7.020000 1.306900 37.005034 numThread:%!d(MISSING) 
3.800000 0.450000 0.109000 0.090582 numThread:%!d(MISSING) 
8.230000 3.130000 0.694100 8.271622 numThread:%!d(MISSING) 
2.090000 3.820000 0.432800 1.565597 numThread:%!d(MISSING) 
4.310000 9.460000 0.927800 17.316681 numThread:%!d(MISSING) 
3.600000 0.710000 0.167900 0.205084 numThread:%!d(MISSING) 
1.550000 8.430000 0.368000 2.304753 numThread:%!d(MISSING) 
1.190000 2.910000 0.261000 0.416343 numThread:%!d(MISSING) 
0.840000 8.740000 0.204700 0.734291 numThread:%!d(MISSING) 
1.600000 8.080000 0.378200 2.336591 numThread:%!d(MISSING) 
2.570000 4.770000 0.534200 2.969256 numThread:%!d(MISSING) 
6.330000 4.060000 0.805900 9.309029 numThread:%!d(MISSING) 
1.570000 7.560000 0.370000 2.094422 numThread:%!d(MISSING) 
3.800000 3.500000 0.606800 3.588339 numThread:%!d(MISSING) 
9.620000 0.960000 0.233700 1.053653 numThread:%!d(MISSING) 
0.610000 5.150000 0.147700 0.225576 numThread:%!d(MISSING) 
5.450000 5.600000 0.920600 12.487716 numThread:%!d(MISSING) 
4.090000 1.170000 0.268600 0.603870 numThread:%!d(MISSING) 
3.510000 8.510000 0.768800 10.572816 numThread:%!d(MISSING) 
3.450000 2.270000 0.447200 1.572124 numThread:%!d(MISSING) 
2.870000 6.040000 0.612800 4.851415 numThread:%!d(MISSING) 
8.000000 9.000000 1.409300 45.137492 numThread:%!d(MISSING) 
8.160000 2.060000 0.478400 3.801639 numThread:%!d(MISSING) 
9.760000 0.810000 0.198100 0.767586 numThread:%!d(MISSING) 
7.330000 9.830000 1.385200 44.588137 numThread:%!d(MISSING) 
1.770000 7.210000 0.412000 2.488956 numThread:%!d(MISSING) 
6.920000 9.060000 1.296300 36.279583 numThread:%!d(MISSING) 
5.170000 3.840000 0.726700 6.445856 numThread:%!d(MISSING) 
3.960000 7.230000 0.819900 10.634416 numThread:%!d(MISSING) 
9.500000 2.270000 0.529500 5.412576 numThread:%!d(MISSING) 
5.860000 5.000000 0.896500 11.692932 numThread:%!d(MISSING) 
4.140000 7.220000 0.847500 11.448560 numThread:%!d(MISSING) 
7.750000 8.950000 1.380900 42.625593 numThread:%!d(MISSING) 
9.320000 2.420000 0.560600 5.969606 numThread:%!d(MISSING) 
1.220000 4.070000 0.278700 0.648660 numThread:%!d(MISSING) 
6.260000 7.930000 1.158200 25.639992 numThread:%!d(MISSING) 
4.960000 5.200000 0.846000 9.698666 numThread:%!d(MISSING) 
6.150000 1.110000 0.263800 0.863809 numThread:%!d(MISSING) 
5.690000 3.650000 0.724500 6.762803 numThread:%!d(MISSING) 
0.190000 1.050000 0.045200 0.004320 numThread:%!d(MISSING) 
3.050000 0.730000 0.170300 0.179673 numThread:%!d(MISSING) 
5.290000 8.380000 1.055000 21.035223 numThread:%!d(MISSING) 
2.310000 6.050000 0.512000 3.309279 numThread:%!d(MISSING) 
6.430000 3.530000 0.730400 7.510169 numThread:%!d(MISSING) 
0.920000 7.070000 0.222000 0.700183 numThread:%!d(MISSING) 
6.340000 8.490000 1.197500 28.793618 numThread:%!d(MISSING) 
1.430000 2.140000 0.280300 0.384888 numThread:%!d(MISSING) 
5.560000 0.960000 0.228700 0.586516 numThread:%!d(MISSING) 
4.760000 2.750000 0.561900 3.322621 numThread:%!d(MISSING) 
1.890000 0.250000 0.060300 0.013806 numThread:%!d(MISSING) 
3.670000 6.780000 0.761900 8.594885 numThread:%!d(MISSING) 
0.040000 6.930000 0.010000 0.001382 numThread:%!d(MISSING) 
0.800000 3.850000 0.188500 0.276921 numThread:%!d(MISSING) 
1.200000 1.680000 0.230200 0.207644 numThread:%!d(MISSING) 
0.980000 1.010000 0.165800 0.072931 numThread:%!d(MISSING) 
8.130000 6.300000 1.173800 26.826445 numThread:%!d(MISSING) 
7.600000 5.770000 1.083300 21.209620 numThread:%!d(MISSING) 
5.830000 2.080000 0.465400 2.620277 numThread:%!d(MISSING) 
1.460000 5.710000 0.338700 1.333974 numThread:%!d(MISSING) 
0.220000 9.080000 0.054700 0.054271 numThread:%!d(MISSING) 
7.220000 9.690000 1.364800 42.656797 numThread:%!d(MISSING) 
7.220000 1.380000 0.326900 1.558782 numThread:%!d(MISSING) 
0.940000 1.330000 0.181000 0.101270 numThread:%!d(MISSING) 
5.070000 0.440000 0.107500 0.117430 numThread:%!d(MISSING) 
5.870000 7.700000 1.100400 22.203502 numThread:%!d(MISSING) 
5.240000 0.150000 0.037200 0.014527 numThread:%!d(MISSING) 
6.150000 3.380000 0.699200 6.583507 numThread:%!d(MISSING) 
7.260000 2.920000 0.642100 6.276665 numThread:%!d(MISSING) 
0.870000 5.150000 0.207500 0.447043 numThread:%!d(MISSING) 
2.080000 5.730000 0.464300 2.566805 numThread:%!d(MISSING) 
6.290000 3.520000 0.725000 7.263630 numThread:%!d(MISSING) 
5.310000 8.520000 1.062900 21.641082 numThread:%!d(MISSING) 
8.780000 1.290000 0.309800 1.694833 numThread:%!d(MISSING) 
8.680000 3.490000 0.767500 10.720805 numThread:%!d(MISSING) 
9.850000 8.100000 1.474700 52.414127 numThread:%!d(MISSING) 
5.740000 7.980000 1.098500 22.507352 numThread:%!d(MISSING) 
6.560000 0.920000 0.221400 0.646295 numThread:%!d(MISSING) 
9.410000 0.900000 0.219400 0.907771 numThread:%!d(MISSING) 
0.780000 9.510000 0.190800 0.693893 numThread:%!d(MISSING) 
8.220000 5.840000 1.122300 24.111441 numThread:%!d(MISSING) 
2.850000 4.060000 0.549900 2.849000 numThread:%!d(MISSING) 
4.380000 5.110000 0.783800 7.808722 numThread:%!d(MISSING) 
1.550000 4.060000 0.343600 0.999894 numThread:%!d(MISSING) 
0.120000 6.550000 0.029900 0.011682 numThread:%!d(MISSING) 
4.400000 6.330000 0.851800 10.625886 numThread:%!d(MISSING) 
5.890000 1.870000 0.424500 2.184842 numThread:%!d(MISSING) 
8.860000 7.350000 1.333400 38.673926 numThread:%!d(MISSING) 
9.980000 6.190000 1.240700 34.503008 numThread:%!d(MISSING) 
0.150000 6.350000 0.037300 0.017649 numThread:%!d(MISSING) 
8.950000 3.830000 0.833700 13.130234 numThread:%!d(MISSING) 
4.020000 6.710000 0.813500 9.895104 numThread:%!d(MISSING) 
5.980000 1.760000 0.402900 1.989207 numThread:%!d(MISSING) 
1.610000 7.790000 0.379500 2.270693 numThread:%!d(MISSING) 
4.750000 0.010000 0.002500 0.000059 numThread:%!d(MISSING) 
7.480000 8.770000 1.341400 39.170913 numThread:%!d(MISSING) 
1.220000 3.530000 0.274100 0.549070 numThread:%!d(MISSING) 
7.940000 9.930000 1.461700 51.377746 numThread:%!d(MISSING) 
8.910000 2.060000 0.481800 4.197650 numThread:%!d(MISSING) 
4.270000 2.090000 0.443600 1.804934 numThread:%!d(MISSING) 
9.280000 1.670000 0.397000 2.951193 numThread:%!d(MISSING) 
0.390000 6.480000 0.096000 0.119522 numThread:%!d(MISSING) 
4.560000 4.920000 0.788300 7.863056 numThread:%!d(MISSING) 
7.340000 0.820000 0.199000 0.582975 numThread:%!d(MISSING) 
1.760000 3.190000 0.363700 0.924846 numThread:%!d(MISSING) 
5.320000 4.200000 0.777000 7.742678 numThread:%!d(MISSING) 
2.900000 7.860000 0.645900 6.822628 numThread:%!d(MISSING) 
5.460000 0.150000 0.037200 0.015146 numThread:%!d(MISSING) 
7.720000 8.820000 1.369200 41.481418 numThread:%!d(MISSING) 
9.670000 0.220000 0.054700 0.057840 numThread:%!d(MISSING) 
4.370000 3.750000 0.670800 4.892546 numThread:%!d(MISSING) 
3.330000 8.180000 0.730900 9.173483 numThread:%!d(MISSING) 
9.540000 4.820000 1.016300 21.267223 numThread:%!d(MISSING) 
1.910000 0.630000 0.142400 0.079889 numThread:%!d(MISSING) 
7.630000 0.550000 0.134900 0.278208 numThread:%!d(MISSING) 
6.130000 9.360000 1.209200 31.154364 numThread:%!d(MISSING) 
6.930000 1.200000 0.285900 1.141948 numThread:%!d(MISSING) 
1.370000 9.050000 0.328500 1.965813 numThread:%!d(MISSING) 
6.820000 6.610000 1.118800 22.416373 numThread:%!d(MISSING) 
2.940000 0.700000 0.163300 0.159355 numThread:%!d(MISSING) 
3.770000 1.430000 0.317300 0.791314 numThread:%!d(MISSING) 
8.960000 0.770000 0.188200 0.635835 numThread:%!d(MISSING) 
9.720000 7.220000 1.366300 42.840690 numThread:%!d(MISSING) 
9.030000 5.260000 1.072400 23.001666 numThread:%!d(MISSING) 
4.720000 4.720000 0.786700 7.789189 numThread:%!d(MISSING) 
3.790000 0.840000 0.197100 0.298379 numThread:%!d(MISSING) 
9.410000 8.570000 1.493400 53.556326 numThread:%!d(MISSING) 
9.280000 0.870000 0.212200 0.837353 numThread:%!d(MISSING) 
2.830000 2.980000 0.483700 1.813231 numThread:%!d(MISSING) 
4.340000 4.840000 0.761600 7.115448 numThread:%!d(MISSING) 
2.070000 2.570000 0.380000 0.901018 numThread:%!d(MISSING) 
8.230000 4.910000 0.994700 18.129697 numThread:%!d(MISSING) 
1.330000 6.480000 0.313700 1.289946 numThread:%!d(MISSING) 
1.460000 8.540000 0.348100 2.085500 numThread:%!d(MISSING) 
4.870000 8.020000 0.981900 17.281959 numThread:%!d(MISSING) 
5.330000 4.520000 0.812500 8.714855 numThread:%!d(MISSING) 
1.820000 1.370000 0.258000 0.287313 numThread:%!d(MISSING) 
0.770000 9.430000 0.188400 0.670651 numThread:%!d(MISSING) 
0.210000 7.260000 0.052100 0.039444 numThread:%!d(MISSING) 
5.720000 8.080000 1.100600 22.767365 numThread:%!d(MISSING) 
8.880000 5.040000 1.034400 20.933605 numThread:%!d(MISSING) 
8.620000 1.990000 0.465400 3.790404 numThread:%!d(MISSING) 
1.120000 1.520000 0.212600 0.161718 numThread:%!d(MISSING) 
2.900000 0.210000 0.051500 0.015413 numThread:%!d(MISSING) 
7.020000 8.250000 1.260200 32.489100 numThread:%!d(MISSING) 
3.980000 8.300000 0.848300 12.790840 numThread:%!d(MISSING) 
3.520000 9.650000 0.785300 12.368461 numThread:%!d(MISSING) 
6.620000 8.060000 1.205800 28.662742 numThread:%!d(MISSING) 
3.290000 2.610000 0.482000 1.845383 numThread:%!d(MISSING) 
8.150000 4.300000 0.898100 14.287554 numThread:%!d(MISSING) 
6.480000 0.560000 0.136800 0.243164 numThread:%!d(MISSING) 
1.750000 5.030000 0.392900 1.607848 numThread:%!d(MISSING) 
9.020000 8.280000 1.437700 47.744730 numThread:%!d(MISSING) 
9.250000 5.830000 1.163200 28.216353 numThread:%!d(MISSING) 
0.740000 6.440000 0.179400 0.415877 numThread:%!d(MISSING) 
2.380000 3.040000 0.441700 1.425617 numThread:%!d(MISSING) 
8.100000 5.920000 1.126700 24.153230 numThread:%!d(MISSING) 
3.940000 2.880000 0.548100 2.780385 numThread:%!d(MISSING) 
4.650000 3.430000 0.650700 4.638079 numThread:%!d(MISSING) 
7.140000 4.320000 0.871900 12.120884 numThread:%!d(MISSING) 
5.520000 2.090000 0.463800 2.475860 numThread:%!d(MISSING) 
0.550000 9.780000 0.135500 0.359483 numThread:%!d(MISSING) 
3.980000 0.600000 0.143900 0.165874 numThread:%!d(MISSING) 
1.590000 7.640000 0.374600 2.170352 numThread:%!d(MISSING) 
1.490000 1.890000 0.275800 0.346392 numThread:%!d(MISSING) 
5.490000 3.240000 0.658300 5.284251 numThread:%!d(MISSING) 
8.060000 4.570000 0.938200 15.626795 numThread:%!d(MISSING) 
1.650000 2.090000 0.305300 0.469456 numThread:%!d(MISSING) 
2.320000 2.810000 0.421700 1.224567 numThread:%!d(MISSING) 
7.360000 0.500000 0.122800 0.222256 numThread:%!d(MISSING) 
6.920000 3.420000 0.724500 7.812531 numThread:%!d(MISSING) 
5.300000 5.810000 0.922900 12.637399 numThread:%!d(MISSING) 
0.650000 2.760000 0.151800 0.129166 numThread:%!d(MISSING) 
7.130000 0.550000 0.134700 0.259309 numThread:%!d(MISSING) 
4.000000 2.840000 0.545900 2.775419 numThread:%!d(MISSING) 
9.370000 1.230000 0.296700 1.657717 numThread:%!d(MISSING) 
1.370000 5.720000 0.319500 1.186690 numThread:%!d(MISSING) 
4.500000 3.310000 0.628500 4.184477 numThread:%!d(MISSING) 
2.400000 4.240000 0.492900 2.268370 numThread:%!d(MISSING) 
7.030000 4.670000 0.917200 13.512780 numThread:%!d(MISSING) 
9.820000 4.860000 1.029200 22.379850 numThread:%!d(MISSING) 
4.010000 6.540000 0.806300 9.524781 numThread:%!d(MISSING) 
8.390000 3.500000 0.765100 10.338363 numThread:%!d(MISSING) 
1.990000 3.720000 0.414300 1.391249 numThread:%!d(MISSING) 
2.830000 8.480000 0.638700 7.142427 numThread:%!d(MISSING) 
9.010000 8.730000 1.477800 51.664667 numThread:%!d(MISSING) 
4.360000 0.240000 0.059200 0.030534 numThread:%!d(MISSING) 
7.690000 2.230000 0.511200 4.116077 numThread:%!d(MISSING) 
1.580000 1.720000 0.274300 0.331404 numThread:%!d(MISSING) 
5.070000 6.880000 0.962100 14.999096 numThread:%!d(MISSING) 
3.030000 6.390000 0.647300 5.723787 numThread:%!d(MISSING) 
3.140000 2.800000 0.492600 1.926328 numThread:%!d(MISSING) 
6.060000 1.300000 0.305700 1.146958 numThread:%!d(MISSING) 
7.990000 2.870000 0.641600 6.828132 numThread:%!d(MISSING) 
1.300000 9.190000 0.312700 1.806680 numThread:%!d(MISSING) 
1.000000 2.090000 0.213200 0.203444 numThread:%!d(MISSING) 
9.030000 2.620000 0.600600 6.671165 numThread:%!d(MISSING) 
2.290000 3.730000 0.460300 1.770863 numThread:%!d(MISSING) 
7.010000 8.930000 1.299700 36.289891 numThread:%!d(MISSING) 
8.570000 3.890000 0.837900 12.790659 numThread:%!d(MISSING) 
3.990000 7.260000 0.825400 10.830107 numThread:%!d(MISSING) 
4.270000 6.050000 0.822400 9.510670 numThread:%!d(MISSING) 
