width	length	x	Vmax 
0.230000 5.200000 0.056900 0.033629 numThread:%!d(MISSING) 
8.220000 1.940000 0.453000 3.425892 numThread:%!d(MISSING) 
3.440000 0.790000 0.184800 0.238539 numThread:%!d(MISSING) 
4.260000 2.840000 0.557200 3.024508 numThread:%!d(MISSING) 
6.790000 5.710000 1.030100 17.782435 numThread:%!d(MISSING) 
4.780000 5.520000 0.851700 10.000790 numThread:%!d(MISSING) 
7.240000 4.590000 0.914200 13.662421 numThread:%!d(MISSING) 
8.320000 2.170000 0.502500 4.282292 numThread:%!d(MISSING) 
2.150000 4.700000 0.462500 2.138773 numThread:%!d(MISSING) 
7.670000 5.060000 0.995900 17.350424 numThread:%!d(MISSING) 
9.220000 8.750000 1.496000 53.647793 numThread:%!d(MISSING) 
7.670000 8.330000 1.329900 37.780911 numThread:%!d(MISSING) 
3.920000 7.890000 0.829500 11.686237 numThread:%!d(MISSING) 
1.560000 1.750000 0.274500 0.333301 numThread:%!d(MISSING) 
9.820000 5.790000 1.176700 30.193790 numThread:%!d(MISSING) 
4.720000 8.460000 0.972800 17.581951 numThread:%!d(MISSING) 
3.910000 3.710000 0.634300 4.090419 numThread:%!d(MISSING) 
1.260000 0.030000 0.007500 0.000140 numThread:%!d(MISSING) 
3.580000 4.520000 0.661500 4.773139 numThread:%!d(MISSING) 
4.720000 7.890000 0.955500 16.047633 numThread:%!d(MISSING) 
8.600000 2.750000 0.623800 6.890648 numThread:%!d(MISSING) 
5.760000 3.520000 0.708500 6.470964 numThread:%!d(MISSING) 
1.420000 2.690000 0.296500 0.514196 numThread:%!d(MISSING) 
3.020000 8.580000 0.677000 8.150075 numThread:%!d(MISSING) 
1.040000 0.680000 0.134200 0.042621 numThread:%!d(MISSING) 
3.220000 4.170000 0.600800 3.599644 numThread:%!d(MISSING) 
1.780000 8.860000 0.420400 3.166298 numThread:%!d(MISSING) 
0.650000 1.760000 0.144800 0.076734 numThread:%!d(MISSING) 
2.310000 6.670000 0.518900 3.718066 numThread:%!d(MISSING) 
0.280000 0.580000 0.059600 0.004416 numThread:%!d(MISSING) 
3.030000 9.490000 0.687400 9.233349 numThread:%!d(MISSING) 
4.000000 9.520000 0.873400 15.297229 numThread:%!d(MISSING) 
3.460000 3.350000 0.567300 2.922554 numThread:%!d(MISSING) 
2.860000 1.060000 0.235900 0.331378 numThread:%!d(MISSING) 
9.850000 4.130000 0.902100 16.880927 numThread:%!d(MISSING) 
5.580000 2.990000 0.622200 4.708949 numThread:%!d(MISSING) 
9.170000 2.060000 0.482800 4.335011 numThread:%!d(MISSING) 
5.870000 5.560000 0.951400 13.803714 numThread:%!d(MISSING) 
5.110000 9.500000 1.062500 23.390273 numThread:%!d(MISSING) 
4.220000 1.680000 0.370000 1.210344 numThread:%!d(MISSING) 
0.600000 6.940000 0.146600 0.298952 numThread:%!d(MISSING) 
1.730000 3.300000 0.361800 0.938107 numThread:%!d(MISSING) 
8.500000 0.220000 0.054600 0.050762 numThread:%!d(MISSING) 
1.010000 4.970000 0.238400 0.571153 numThread:%!d(MISSING) 
7.090000 1.250000 0.297500 1.265632 numThread:%!d(MISSING) 
5.200000 9.070000 1.064500 22.690681 numThread:%!d(MISSING) 
2.040000 2.950000 0.395600 1.066502 numThread:%!d(MISSING) 
2.630000 5.370000 0.558200 3.593831 numThread:%!d(MISSING) 
4.410000 8.910000 0.933900 16.719314 numThread:%!d(MISSING) 
6.260000 2.070000 0.467700 2.825512 numThread:%!d(MISSING) 
7.320000 3.100000 0.676000 7.052075 numThread:%!d(MISSING) 
0.710000 3.420000 0.167300 0.193777 numThread:%!d(MISSING) 
0.690000 9.740000 0.169300 0.559308 numThread:%!d(MISSING) 
4.510000 8.540000 0.941700 16.464895 numThread:%!d(MISSING) 
7.490000 1.300000 0.309700 1.448198 numThread:%!d(MISSING) 
9.710000 6.210000 1.233700 33.440863 numThread:%!d(MISSING) 
9.490000 4.030000 0.878400 15.441490 numThread:%!d(MISSING) 
3.050000 7.300000 0.666600 6.828519 numThread:%!d(MISSING) 
3.700000 5.730000 0.733000 6.982394 numThread:%!d(MISSING) 
1.220000 8.000000 0.292500 1.377244 numThread:%!d(MISSING) 
4.070000 0.450000 0.109200 0.097410 numThread:%!d(MISSING) 
3.860000 4.480000 0.689300 5.304725 numThread:%!d(MISSING) 
3.310000 0.320000 0.078000 0.040346 numThread:%!d(MISSING) 
6.720000 7.180000 1.156400 24.805617 numThread:%!d(MISSING) 
4.250000 4.270000 0.710000 5.726505 numThread:%!d(MISSING) 
1.030000 8.680000 0.249400 1.083856 numThread:%!d(MISSING) 
6.790000 1.670000 0.388600 2.086093 numThread:%!d(MISSING) 
4.170000 8.360000 0.881700 13.997320 numThread:%!d(MISSING) 
6.830000 0.010000 0.002500 0.000085 numThread:%!d(MISSING) 
0.200000 6.160000 0.049600 0.030302 numThread:%!d(MISSING) 
3.360000 0.710000 0.167100 0.190009 numThread:%!d(MISSING) 
7.830000 8.800000 1.378800 42.259489 numThread:%!d(MISSING) 
6.370000 0.190000 0.047100 0.028318 numThread:%!d(MISSING) 
4.310000 6.170000 0.833000 9.919844 numThread:%!d(MISSING) 
1.050000 9.720000 0.255000 1.268217 numThread:%!d(MISSING) 
5.760000 9.510000 1.162200 28.691054 numThread:%!d(MISSING) 
9.070000 3.760000 0.822800 12.916439 numThread:%!d(MISSING) 
2.140000 5.790000 0.476500 2.735834 numThread:%!d(MISSING) 
7.620000 3.800000 0.803500 10.595360 numThread:%!d(MISSING) 
8.940000 5.060000 1.039200 21.260522 numThread:%!d(MISSING) 
5.600000 2.540000 0.547200 3.564075 numThread:%!d(MISSING) 
3.790000 0.290000 0.071100 0.038333 numThread:%!d(MISSING) 
8.180000 3.110000 0.689700 8.117161 numThread:%!d(MISSING) 
6.370000 1.240000 0.293400 1.108344 numThread:%!d(MISSING) 
3.020000 8.850000 0.679700 8.454714 numThread:%!d(MISSING) 
1.130000 5.800000 0.267400 0.837991 numThread:%!d(MISSING) 
4.880000 4.320000 0.762400 7.150134 numThread:%!d(MISSING) 
2.650000 8.030000 0.598900 5.942119 numThread:%!d(MISSING) 
2.780000 4.610000 0.561600 3.244324 numThread:%!d(MISSING) 
6.900000 4.600000 0.902500 12.852074 numThread:%!d(MISSING) 
9.040000 3.880000 0.844200 13.601553 numThread:%!d(MISSING) 
9.080000 9.790000 1.569200 62.016583 numThread:%!d(MISSING) 
1.010000 6.230000 0.241400 0.731424 numThread:%!d(MISSING) 
7.550000 2.310000 0.526600 4.299783 numThread:%!d(MISSING) 
2.310000 6.230000 0.514200 3.427848 numThread:%!d(MISSING) 
7.790000 1.360000 0.323900 1.647574 numThread:%!d(MISSING) 
2.980000 9.820000 0.679900 9.319536 numThread:%!d(MISSING) 
8.910000 8.850000 1.480000 51.867340 numThread:%!d(MISSING) 
2.580000 0.940000 0.209700 0.235872 numThread:%!d(MISSING) 
0.230000 8.160000 0.057100 0.053200 numThread:%!d(MISSING) 
3.940000 9.340000 0.859700 14.548105 numThread:%!d(MISSING) 
9.580000 4.500000 0.963100 18.972444 numThread:%!d(MISSING) 
0.460000 7.050000 0.113100 0.180440 numThread:%!d(MISSING) 
5.540000 8.020000 1.074700 21.391749 numThread:%!d(MISSING) 
0.830000 6.390000 0.200300 0.515141 numThread:%!d(MISSING) 
0.300000 0.000000 0.000000 0.000000 numThread:%!d(MISSING) 
1.610000 3.930000 0.353000 1.028817 numThread:%!d(MISSING) 
2.470000 4.790000 0.518500 2.788518 numThread:%!d(MISSING) 
8.430000 6.990000 1.268300 33.287380 numThread:%!d(MISSING) 
9.860000 2.670000 0.616200 7.642752 numThread:%!d(MISSING) 
2.760000 3.840000 0.528300 2.504799 numThread:%!d(MISSING) 
1.290000 7.950000 0.308300 1.522481 numThread:%!d(MISSING) 
1.910000 0.920000 0.195900 0.157095 numThread:%!d(MISSING) 
6.590000 4.980000 0.936600 13.725081 numThread:%!d(MISSING) 
0.120000 4.630000 0.029800 0.008226 numThread:%!d(MISSING) 
3.070000 6.570000 0.657700 6.063811 numThread:%!d(MISSING) 
4.490000 3.980000 0.702000 5.580574 numThread:%!d(MISSING) 
4.130000 9.090000 0.889500 15.288869 numThread:%!d(MISSING) 
5.130000 8.640000 1.040600 20.808326 numThread:%!d(MISSING) 
0.110000 7.130000 0.027400 0.010701 numThread:%!d(MISSING) 
5.290000 5.860000 0.925500 12.759823 numThread:%!d(MISSING) 
2.490000 6.960000 0.557000 4.480561 numThread:%!d(MISSING) 
3.320000 4.870000 0.646800 4.687500 numThread:%!d(MISSING) 
9.730000 5.830000 1.179700 30.177203 numThread:%!d(MISSING) 
8.840000 7.250000 1.321300 37.728269 numThread:%!d(MISSING) 
6.850000 2.490000 0.555700 4.396273 numThread:%!d(MISSING) 
8.020000 5.220000 1.031600 19.398646 numThread:%!d(MISSING) 
5.620000 9.380000 1.137300 27.034082 numThread:%!d(MISSING) 
4.180000 3.990000 0.680300 5.043289 numThread:%!d(MISSING) 
2.040000 0.470000 0.109900 0.050050 numThread:%!d(MISSING) 
3.920000 8.070000 0.833400 12.024037 numThread:%!d(MISSING) 
8.420000 3.060000 0.683000 8.161492 numThread:%!d(MISSING) 
1.010000 4.560000 0.237000 0.519053 numThread:%!d(MISSING) 
6.530000 5.800000 1.022100 17.220103 numThread:%!d(MISSING) 
3.660000 6.490000 0.752400 8.083863 numThread:%!d(MISSING) 
0.550000 0.620000 0.097000 0.014711 numThread:%!d(MISSING) 
4.290000 6.490000 0.843900 10.545615 numThread:%!d(MISSING) 
1.880000 9.030000 0.443000 3.586145 numThread:%!d(MISSING) 
3.280000 6.050000 0.680700 6.123269 numThread:%!d(MISSING) 
9.010000 2.530000 0.581800 6.237665 numThread:%!d(MISSING) 
6.210000 1.080000 0.257200 0.828552 numThread:%!d(MISSING) 
0.400000 2.720000 0.096100 0.050479 numThread:%!d(MISSING) 
2.920000 3.230000 0.510600 2.141492 numThread:%!d(MISSING) 
8.220000 0.920000 0.223200 0.821728 numThread:%!d(MISSING) 
0.670000 5.930000 0.162500 0.314230 numThread:%!d(MISSING) 
5.570000 9.040000 1.118500 25.361315 numThread:%!d(MISSING) 
7.090000 9.090000 1.317800 37.887382 numThread:%!d(MISSING) 
5.320000 9.320000 1.090300 24.437365 numThread:%!d(MISSING) 
6.740000 5.790000 1.035200 17.980435 numThread:%!d(MISSING) 
9.230000 2.540000 0.585300 6.459688 numThread:%!d(MISSING) 
5.670000 2.730000 0.581400 4.106826 numThread:%!d(MISSING) 
5.210000 0.010000 0.002500 0.000065 numThread:%!d(MISSING) 
5.410000 8.210000 1.065200 21.238657 numThread:%!d(MISSING) 
3.130000 8.970000 0.702400 9.167362 numThread:%!d(MISSING) 
0.930000 0.780000 0.140900 0.045501 numThread:%!d(MISSING) 
9.970000 5.240000 1.095300 25.983257 numThread:%!d(MISSING) 
3.210000 7.120000 0.692300 7.247965 numThread:%!d(MISSING) 
1.340000 1.340000 0.223300 0.178230 numThread:%!d(MISSING) 
9.280000 5.670000 1.141300 27.052226 numThread:%!d(MISSING) 
8.040000 0.620000 0.151900 0.371576 numThread:%!d(MISSING) 
3.770000 3.920000 0.640500 4.207106 numThread:%!d(MISSING) 
4.200000 8.910000 0.898300 15.357647 numThread:%!d(MISSING) 
3.110000 5.140000 0.627700 4.522189 numThread:%!d(MISSING) 
9.310000 8.060000 1.436300 47.962896 numThread:%!d(MISSING) 
6.690000 1.070000 0.255900 0.882515 numThread:%!d(MISSING) 
1.180000 1.920000 0.237100 0.241948 numThread:%!d(MISSING) 
1.250000 5.810000 0.293900 1.016348 numThread:%!d(MISSING) 
9.480000 5.250000 1.084000 24.428573 numThread:%!d(MISSING) 
1.790000 6.730000 0.413800 2.350578 numThread:%!d(MISSING) 
5.710000 2.440000 0.531300 3.401026 numThread:%!d(MISSING) 
8.950000 0.260000 0.064500 0.074533 numThread:%!d(MISSING) 
9.890000 1.180000 0.285700 1.620290 numThread:%!d(MISSING) 
0.650000 8.000000 0.159100 0.405517 numThread:%!d(MISSING) 
2.200000 4.930000 0.475400 2.363126 numThread:%!d(MISSING) 
3.080000 4.370000 0.593500 3.576086 numThread:%!d(MISSING) 
3.160000 4.630000 0.615400 4.035631 numThread:%!d(MISSING) 
0.300000 0.610000 0.063600 0.005306 numThread:%!d(MISSING) 
1.430000 1.540000 0.247000 0.241827 numThread:%!d(MISSING) 
6.140000 8.670000 1.181300 28.145149 numThread:%!d(MISSING) 
5.780000 0.220000 0.054500 0.034307 numThread:%!d(MISSING) 
3.050000 6.000000 0.642300 5.346869 numThread:%!d(MISSING) 
5.760000 0.570000 0.138800 0.222504 numThread:%!d(MISSING) 
8.690000 6.720000 1.253100 32.652398 numThread:%!d(MISSING) 
6.480000 2.660000 0.583000 4.628505 numThread:%!d(MISSING) 
1.370000 2.860000 0.292100 0.522369 numThread:%!d(MISSING) 
5.020000 6.490000 0.936000 13.607066 numThread:%!d(MISSING) 
7.260000 1.410000 0.333700 1.633683 numThread:%!d(MISSING) 
5.230000 1.250000 0.291600 0.903519 numThread:%!d(MISSING) 
1.950000 4.490000 0.423400 1.701720 numThread:%!d(MISSING) 
8.280000 2.890000 0.648500 7.213861 numThread:%!d(MISSING) 
7.400000 2.800000 0.621400 5.957978 numThread:%!d(MISSING) 
5.040000 1.810000 0.404600 1.713151 numThread:%!d(MISSING) 
8.010000 0.820000 0.199500 0.639244 numThread:%!d(MISSING) 
3.020000 3.540000 0.541500 2.577112 numThread:%!d(MISSING) 
9.420000 7.800000 1.416100 46.344525 numThread:%!d(MISSING) 
1.200000 8.740000 0.289000 1.467185 numThread:%!d(MISSING) 
2.950000 4.720000 0.590000 3.696822 numThread:%!d(MISSING) 
9.660000 1.240000 0.299400 1.739526 numThread:%!d(MISSING) 
6.390000 1.880000 0.430300 2.425459 numThread:%!d(MISSING) 
0.470000 4.360000 0.114200 0.113994 numThread:%!d(MISSING) 
6.080000 3.470000 0.711200 6.782645 numThread:%!d(MISSING) 
0.360000 8.650000 0.089000 0.137229 numThread:%!d(MISSING) 
4.180000 5.020000 0.757100 7.075676 numThread:%!d(MISSING) 
3.310000 8.420000 0.730500 9.399483 numThread:%!d(MISSING) 
6.230000 7.200000 1.110400 22.166481 numThread:%!d(MISSING) 
0.080000 2.220000 0.019800 0.001744 numThread:%!d(MISSING) 
7.840000 4.070000 0.853100 12.369162 numThread:%!d(MISSING) 
7.910000 8.420000 1.358800 40.232902 numThread:%!d(MISSING) 
4.520000 0.020000 0.005000 0.000226 numThread:%!d(MISSING) 
7.050000 3.910000 0.807100 10.072212 numThread:%!d(MISSING) 
7.150000 7.050000 1.183200 26.508968 numThread:%!d(MISSING) 
9.400000 1.000000 0.243000 1.113376 numThread:%!d(MISSING) 
8.030000 0.620000 0.151900 0.371095 numThread:%!d(MISSING) 
6.910000 0.170000 0.042200 0.024656 numThread:%!d(MISSING) 
1.160000 5.060000 0.271500 0.756668 numThread:%!d(MISSING) 
0.580000 9.440000 0.142700 0.384854 numThread:%!d(MISSING) 
0.870000 1.140000 0.163000 0.072179 numThread:%!d(MISSING) 
2.070000 9.890000 0.487600 4.758938 numThread:%!d(MISSING) 
0.020000 7.350000 0.005000 0.000367 numThread:%!d(MISSING) 
8.130000 0.130000 0.032400 0.017038 numThread:%!d(MISSING) 
3.980000 3.660000 0.635000 4.112832 numThread:%!d(MISSING) 
0.680000 9.650000 0.166900 0.538297 numThread:%!d(MISSING) 
0.320000 0.420000 0.060000 0.003600 numThread:%!d(MISSING) 
3.120000 9.630000 0.706600 9.909665 numThread:%!d(MISSING) 
8.440000 8.260000 1.391400 43.113386 numThread:%!d(MISSING) 
7.950000 7.630000 1.297500 34.983746 numThread:%!d(MISSING) 
0.410000 8.700000 0.101300 0.178527 numThread:%!d(MISSING) 
7.150000 1.340000 0.317800 1.458303 numThread:%!d(MISSING) 
2.620000 8.100000 0.593500 5.879406 numThread:%!d(MISSING) 
5.080000 1.720000 0.387500 1.576437 numThread:%!d(MISSING) 
9.620000 1.160000 0.280700 1.522090 numThread:%!d(MISSING) 
4.230000 2.650000 0.529600 2.671360 numThread:%!d(MISSING) 
7.940000 6.010000 1.129600 24.069002 numThread:%!d(MISSING) 
5.210000 6.280000 0.945100 13.773186 numThread:%!d(MISSING) 
6.920000 4.390000 0.874200 11.942707 numThread:%!d(MISSING) 
3.200000 4.700000 0.623600 4.204703 numThread:%!d(MISSING) 
6.910000 8.680000 1.274300 34.076678 numThread:%!d(MISSING) 
1.180000 8.630000 0.284200 1.401241 numThread:%!d(MISSING) 
8.610000 7.170000 1.298700 35.705438 numThread:%!d(MISSING) 
7.090000 7.960000 1.247900 31.326817 numThread:%!d(MISSING) 
7.830000 3.250000 0.711100 8.328529 numThread:%!d(MISSING) 
5.470000 6.860000 1.008100 16.865026 numThread:%!d(MISSING) 
4.740000 0.070000 0.017400 0.002882 numThread:%!d(MISSING) 
4.230000 0.300000 0.073600 0.045915 numThread:%!d(MISSING) 
8.650000 2.520000 0.577400 5.908215 numThread:%!d(MISSING) 
4.320000 1.010000 0.236000 0.488573 numThread:%!d(MISSING) 
7.790000 9.920000 1.444200 49.775928 numThread:%!d(MISSING) 
3.100000 9.760000 0.703700 9.948637 numThread:%!d(MISSING) 
9.060000 0.390000 0.096400 0.168566 numThread:%!d(MISSING) 
3.390000 5.890000 0.693300 6.255030 numThread:%!d(MISSING) 
7.640000 4.740000 0.950000 15.486520 numThread:%!d(MISSING) 
1.550000 1.570000 0.260000 0.281190 numThread:%!d(MISSING) 
3.360000 3.090000 0.536100 2.474811 numThread:%!d(MISSING) 
2.850000 5.650000 0.601100 4.405513 numThread:%!d(MISSING) 
7.050000 6.790000 1.152700 24.526728 numThread:%!d(MISSING) 
6.490000 1.650000 0.382900 1.937986 numThread:%!d(MISSING) 
7.740000 4.360000 0.896500 13.685923 numThread:%!d(MISSING) 
2.470000 2.150000 0.382200 0.903245 numThread:%!d(MISSING) 
6.470000 3.560000 0.736200 7.680767 numThread:%!d(MISSING) 
9.060000 9.530000 1.547700 59.400440 numThread:%!d(MISSING) 
6.900000 8.720000 1.275400 34.220365 numThread:%!d(MISSING) 
4.250000 1.740000 0.381600 1.299694 numThread:%!d(MISSING) 
7.080000 2.140000 0.488500 3.467270 numThread:%!d(MISSING) 
1.460000 0.300000 0.070700 0.014785 numThread:%!d(MISSING) 
1.480000 0.690000 0.147900 0.069041 numThread:%!d(MISSING) 
6.560000 0.880000 0.212100 0.593180 numThread:%!d(MISSING) 
0.950000 0.340000 0.076000 0.011402 numThread:%!d(MISSING) 
9.820000 8.810000 1.545700 59.475710 numThread:%!d(MISSING) 
1.740000 3.640000 0.371100 1.073008 numThread:%!d(MISSING) 
4.250000 1.190000 0.273700 0.651212 numThread:%!d(MISSING) 
6.310000 6.740000 1.085700 20.527990 numThread:%!d(MISSING) 
4.860000 9.020000 1.010100 20.078800 numThread:%!d(MISSING) 
5.460000 6.550000 0.988500 15.744590 numThread:%!d(MISSING) 
7.750000 1.920000 0.446600 3.144315 numThread:%!d(MISSING) 
3.450000 1.050000 0.239500 0.406298 numThread:%!d(MISSING) 
8.740000 3.460000 0.762700 10.645282 numThread:%!d(MISSING) 
1.960000 0.370000 0.087700 0.030457 numThread:%!d(MISSING) 
9.490000 2.610000 0.601400 7.013375 numThread:%!d(MISSING) 
4.740000 0.520000 0.126200 0.151551 numThread:%!d(MISSING) 
7.320000 6.900000 1.183500 26.571882 numThread:%!d(MISSING) 
7.420000 7.760000 1.264000 32.352009 numThread:%!d(MISSING) 
8.280000 2.210000 0.510700 4.406101 numThread:%!d(MISSING) 
0.930000 9.600000 0.226600 0.988247 numThread:%!d(MISSING) 
0.960000 7.450000 0.231800 0.803894 numThread:%!d(MISSING) 
8.490000 6.800000 1.251000 32.196266 numThread:%!d(MISSING) 
1.430000 0.470000 0.106300 0.033310 numThread:%!d(MISSING) 
5.230000 6.460000 0.958100 14.426346 numThread:%!d(MISSING) 
2.190000 9.770000 0.513300 5.221324 numThread:%!d(MISSING) 
7.470000 3.160000 0.689200 7.479746 numThread:%!d(MISSING) 
8.050000 8.870000 1.405000 44.614932 numThread:%!d(MISSING) 
1.180000 1.920000 0.237100 0.241948 numThread:%!d(MISSING) 
8.800000 6.890000 1.278800 34.584601 numThread:%!d(MISSING) 
0.210000 8.780000 0.052200 0.047823 numThread:%!d(MISSING) 
3.810000 4.230000 0.667300 4.782721 numThread:%!d(MISSING) 
1.570000 0.930000 0.188800 0.124359 numThread:%!d(MISSING) 
0.000000 6.910000 0.000000 0.000000 numThread:%!d(MISSING) 
8.070000 7.280000 1.274100 33.289753 numThread:%!d(MISSING) 
2.620000 8.900000 0.599700 6.560402 numThread:%!d(MISSING) 
7.720000 0.990000 0.239100 0.886189 numThread:%!d(MISSING) 
7.910000 6.360000 1.168300 26.197980 numThread:%!d(MISSING) 
0.710000 3.170000 0.166400 0.178080 numThread:%!d(MISSING) 
2.380000 4.160000 0.487500 2.181526 numThread:%!d(MISSING) 
9.640000 6.590000 1.282700 36.521593 numThread:%!d(MISSING) 
4.660000 5.240000 0.820800 8.915046 numThread:%!d(MISSING) 
1.900000 8.320000 0.444800 3.339414 numThread:%!d(MISSING) 
5.240000 2.960000 0.608200 4.266857 numThread:%!d(MISSING) 
4.400000 4.130000 0.709800 5.733818 numThread:%!d(MISSING) 
2.030000 9.180000 0.476300 4.222019 numThread:%!d(MISSING) 
5.960000 8.980000 1.170900 28.123069 numThread:%!d(MISSING) 
7.140000 9.350000 1.337600 39.862683 numThread:%!d(MISSING) 
5.700000 3.890000 0.757500 7.529077 numThread:%!d(MISSING) 
3.710000 8.920000 0.811500 12.358203 numThread:%!d(MISSING) 
4.680000 0.490000 0.119100 0.133207 numThread:%!d(MISSING) 
9.470000 7.510000 1.387000 43.984899 numThread:%!d(MISSING) 
3.380000 3.810000 0.596000 3.413998 numThread:%!d(MISSING) 
3.740000 7.270000 0.785500 9.709668 numThread:%!d(MISSING) 
2.890000 8.180000 0.647500 7.110570 numThread:%!d(MISSING) 
3.190000 4.000000 0.587900 3.344271 numThread:%!d(MISSING) 
6.820000 5.250000 0.980600 15.669617 numThread:%!d(MISSING) 
6.470000 2.930000 0.631400 5.481464 numThread:%!d(MISSING) 
2.880000 3.250000 0.508000 2.115401 numThread:%!d(MISSING) 
3.960000 1.640000 0.359000 1.073096 numThread:%!d(MISSING) 
5.140000 4.950000 0.840400 9.503930 numThread:%!d(MISSING) 
6.960000 1.880000 0.434000 2.675655 numThread:%!d(MISSING) 
5.000000 6.310000 0.923700 12.995344 numThread:%!d(MISSING) 
5.010000 4.260000 0.765000 7.267806 numThread:%!d(MISSING) 
1.100000 4.810000 0.257500 0.646988 numThread:%!d(MISSING) 
6.790000 2.300000 0.518100 3.767443 numThread:%!d(MISSING) 
1.610000 9.120000 0.383200 2.700448 numThread:%!d(MISSING) 
6.660000 6.880000 1.127900 22.970700 numThread:%!d(MISSING) 
9.700000 7.970000 1.451500 49.990239 numThread:%!d(MISSING) 
7.840000 8.490000 1.357600 40.177758 numThread:%!d(MISSING) 
6.460000 9.930000 1.276900 36.791208 numThread:%!d(MISSING) 
1.640000 4.010000 0.359700 1.089649 numThread:%!d(MISSING) 
5.890000 5.180000 0.916800 12.444952 numThread:%!d(MISSING) 
5.620000 9.600000 1.144300 27.871942 numThread:%!d(MISSING) 
0.390000 9.530000 0.096500 0.177501 numThread:%!d(MISSING) 
2.410000 1.310000 0.271700 0.388785 numThread:%!d(MISSING) 
2.650000 8.110000 0.599600 6.011703 numThread:%!d(MISSING) 
1.990000 0.390000 0.092300 0.034228 numThread:%!d(MISSING) 
0.350000 9.990000 0.086700 0.150304 numThread:%!d(MISSING) 
5.150000 9.010000 1.055100 22.129680 numThread:%!d(MISSING) 
1.520000 8.870000 0.362300 2.347288 numThread:%!d(MISSING) 
7.260000 6.710000 1.161500 25.156486 numThread:%!d(MISSING) 
5.760000 0.180000 0.044600 0.022965 numThread:%!d(MISSING) 
3.290000 3.800000 0.586300 3.261737 numThread:%!d(MISSING) 
8.580000 6.710000 1.245900 31.996263 numThread:%!d(MISSING) 
1.750000 4.920000 0.391700 1.566188 numThread:%!d(MISSING) 
6.310000 9.700000 1.247300 34.290127 numThread:%!d(MISSING) 
4.310000 6.050000 0.827500 9.655870 numThread:%!d(MISSING) 
6.720000 3.280000 0.696600 7.001252 numThread:%!d(MISSING) 
9.890000 5.290000 1.101300 26.138341 numThread:%!d(MISSING) 
1.410000 6.730000 0.332100 1.502378 numThread:%!d(MISSING) 
3.890000 7.770000 0.821800 11.309895 numThread:%!d(MISSING) 
7.060000 1.990000 0.457500 3.022188 numThread:%!d(MISSING) 
5.890000 2.850000 0.606400 4.643515 numThread:%!d(MISSING) 
4.500000 7.870000 0.921800 14.756662 numThread:%!d(MISSING) 
8.380000 5.370000 1.066200 21.566272 numThread:%!d(MISSING) 
9.980000 4.180000 0.913200 17.524594 numThread:%!d(MISSING) 
1.230000 3.610000 0.276900 0.572242 numThread:%!d(MISSING) 
2.980000 7.370000 0.654800 6.628732 numThread:%!d(MISSING) 
9.010000 5.410000 1.094100 24.046650 numThread:%!d(MISSING) 
4.250000 0.450000 0.109400 0.101962 numThread:%!d(MISSING) 
7.120000 0.440000 0.108200 0.167022 numThread:%!d(MISSING) 
2.510000 5.900000 0.546900 3.722497 numThread:%!d(MISSING) 
3.680000 4.700000 0.683000 5.269260 numThread:%!d(MISSING) 
5.060000 1.620000 0.367400 1.406652 numThread:%!d(MISSING) 
9.560000 6.090000 1.211300 31.706626 numThread:%!d(MISSING) 
7.540000 1.410000 0.334500 1.703077 numThread:%!d(MISSING) 
0.470000 9.150000 0.116000 0.246208 numThread:%!d(MISSING) 
3.650000 5.260000 0.707000 6.079957 numThread:%!d(MISSING) 
9.910000 7.100000 1.360600 42.829399 numThread:%!d(MISSING) 
9.230000 5.530000 1.119100 25.756766 numThread:%!d(MISSING) 
4.800000 7.720000 0.961400 16.035867 numThread:%!d(MISSING) 
1.960000 1.650000 0.297500 0.428422 numThread:%!d(MISSING) 
1.740000 7.780000 0.407900 2.625372 numThread:%!d(MISSING) 
7.880000 9.930000 1.455000 50.764077 numThread:%!d(MISSING) 
6.010000 5.950000 0.996600 15.839636 numThread:%!d(MISSING) 
3.860000 2.940000 0.551300 2.793132 numThread:%!d(MISSING) 
5.110000 6.280000 0.934300 13.359660 numThread:%!d(MISSING) 
4.430000 6.720000 0.872100 11.654748 numThread:%!d(MISSING) 
9.080000 2.590000 0.594700 6.572371 numThread:%!d(MISSING) 
3.000000 0.210000 0.051500 0.015964 numThread:%!d(MISSING) 
4.000000 5.820000 0.777200 8.107713 numThread:%!d(MISSING) 
0.830000 1.920000 0.180400 0.131976 numThread:%!d(MISSING) 
2.460000 5.930000 0.538300 3.614250 numThread:%!d(MISSING) 
5.420000 1.290000 0.301000 0.997750 numThread:%!d(MISSING) 
1.350000 2.560000 0.282000 0.442417 numThread:%!d(MISSING) 
7.560000 5.670000 1.069300 20.471890 numThread:%!d(MISSING) 
7.410000 5.100000 0.990500 16.772187 numThread:%!d(MISSING) 
9.160000 9.980000 1.590600 64.655767 numThread:%!d(MISSING) 
0.610000 2.540000 0.142200 0.104435 numThread:%!d(MISSING) 
8.430000 3.920000 0.840600 12.700805 numThread:%!d(MISSING) 
8.510000 9.770000 1.512500 55.956942 numThread:%!d(MISSING) 
2.650000 5.580000 0.565900 3.821668 numThread:%!d(MISSING) 
9.650000 3.770000 0.832800 13.993015 numThread:%!d(MISSING) 
5.820000 0.630000 0.153000 0.273340 numThread:%!d(MISSING) 
5.880000 6.800000 1.048400 18.654335 numThread:%!d(MISSING) 
4.530000 5.640000 0.832500 9.480822 numThread:%!d(MISSING) 
