width	length	x	Vmax 
1.560000 1.600000 0.263300 0.292066
9.420000 2.370000 0.550500 5.811524
4.780000 6.440000 0.904800 12.444746
2.470000 3.300000 0.466100 1.697165
7.130000 8.020000 1.256000 31.947546
0.990000 3.090000 0.224500 0.320761
4.220000 5.020000 0.761400 7.182018
3.770000 6.080000 0.755700 7.797796
6.890000 4.530000 0.892500 12.506803
1.770000 5.060000 0.397100 1.652956
0.780000 1.720000 0.168000 0.103235
3.240000 6.260000 0.679600 6.264162
6.250000 1.280000 0.301900 1.152642
7.540000 5.390000 1.033700 18.796037
6.930000 0.110000 0.027400 0.010399
4.100000 4.760000 0.732200 6.359804
2.760000 0.710000 0.164600 0.152362
5.230000 8.840000 1.061900 22.153210
7.360000 5.560000 1.045800 19.109818
6.160000 4.860000 0.899400 12.007445
2.910000 2.310000 0.426500 1.278241
0.970000 0.900000 0.155500 0.060357
5.260000 7.790000 1.027800 18.886145
9.260000 9.300000 1.546700 59.197807
8.860000 5.510000 1.103600 24.249257
2.780000 1.310000 0.280200 0.466200
8.920000 1.100000 0.266000 1.267326
7.910000 3.900000 0.826600 11.620159
1.670000 3.010000 0.344700 0.784393
1.410000 1.320000 0.227100 0.187932
1.900000 7.790000 0.442500 3.101294
9.600000 2.660000 0.612500 7.361102
6.150000 9.070000 1.200100 30.015000
4.810000 7.010000 0.935100 14.129346
7.820000 5.040000 0.999000 17.692813
4.310000 4.650000 0.745100 6.638844
7.390000 4.190000 0.860200 12.044214
8.340000 0.890000 0.216200 0.782324
2.610000 8.980000 0.598200 6.581933
8.510000 6.750000 1.246500 31.928311
9.230000 5.300000 1.084500 23.976116
7.100000 0.760000 0.184600 0.485571
4.980000 8.570000 1.015900 19.582408
3.560000 8.110000 0.771500 10.219010
0.400000 0.930000 0.087000 0.014864
9.860000 8.100000 1.475300 52.490089
4.280000 1.100000 0.255000 0.567197
7.600000 2.390000 0.543100 4.612381
1.340000 4.480000 0.306200 0.861667
4.730000 1.910000 0.419800 1.748166
0.420000 8.020000 0.103600 0.172242
0.830000 8.790000 0.202400 0.721634
4.710000 7.790000 0.950800 15.723363
5.740000 8.010000 1.099900 22.624140
7.570000 2.160000 0.496000 3.810820
2.120000 3.670000 0.433200 1.522522
9.480000 0.020000 0.005000 0.000474
3.740000 3.350000 0.588200 3.277592
3.420000 0.500000 0.120100 0.099216
9.710000 2.790000 0.640200 8.146753
5.780000 0.790000 0.190300 0.420661
9.930000 4.380000 0.948400 18.918723
7.430000 1.650000 0.387000 2.256464
5.890000 8.080000 1.122000 23.873979
8.180000 0.590000 0.144700 0.343216
7.990000 5.810000 1.107700 22.992947
4.040000 5.260000 0.755200 7.163063
2.590000 7.790000 0.584800 5.499235
2.100000 0.110000 0.027100 0.003094
4.400000 2.980000 0.581700 3.420168
1.830000 7.390000 0.425600 2.723916
3.190000 5.030000 0.635300 4.584193
9.520000 4.400000 0.944600 18.097981
0.200000 5.710000 0.049600 0.028052
2.150000 4.810000 0.464400 2.201127
0.630000 2.550000 0.146600 0.111429
5.920000 9.340000 1.179200 29.321594
7.310000 2.220000 0.506500 3.849643
2.750000 1.460000 0.304500 0.554796
5.070000 9.690000 1.060900 23.671403
7.460000 1.790000 0.417400 2.641470
4.820000 3.670000 0.688300 5.435569
5.770000 6.800000 1.037000 18.113586
6.650000 0.540000 0.132100 0.232655
3.140000 7.580000 0.687200 7.529381
4.990000 5.670000 0.882900 11.113876
8.230000 1.480000 0.351900 2.055742
8.910000 3.780000 0.824000 12.757649
1.930000 3.380000 0.395500 1.166278
2.860000 6.380000 0.617500 5.162686
4.970000 0.100000 0.024900 0.006150
2.310000 2.260000 0.380800 0.883503
9.290000 4.880000 1.020200 21.001801
0.820000 5.120000 0.196100 0.396623
3.930000 7.990000 0.833400 11.926509
6.090000 6.040000 1.010800 16.525022
3.550000 8.210000 0.771400 10.323186
1.030000 4.430000 0.240800 0.521405
9.490000 4.750000 1.003600 20.597710
0.120000 4.900000 0.029800 0.008712
5.090000 6.040000 0.917400 12.558075
1.950000 4.480000 0.423200 1.697049
0.710000 7.450000 0.173100 0.447353
9.950000 8.520000 1.525400 57.558078
7.670000 7.530000 1.266500 32.510534
5.960000 2.390000 0.525800 3.454192
1.050000 1.100000 0.179000 0.091910
7.610000 8.530000 1.338500 38.646308
2.910000 5.880000 0.616300 4.804397
0.320000 8.030000 0.079200 0.100746
5.400000 2.000000 0.445200 2.227715
9.870000 7.510000 1.408800 46.620970
9.260000 3.580000 0.792000 12.134466
5.140000 1.170000 0.273900 0.782605
6.890000 7.610000 1.203900 28.071698
8.460000 2.140000 0.496900 4.252350
3.180000 8.460000 0.706400 8.797373
3.150000 3.880000 0.576400 3.139515
9.550000 7.720000 1.415100 46.498032
4.910000 8.130000 0.991400 17.839335
4.250000 1.740000 0.381600 1.299694
1.850000 2.720000 0.360700 0.813602
6.960000 1.300000 0.308400 1.336505
9.640000 5.800000 1.172400 29.551954
8.750000 7.730000 1.365500 41.086504
8.600000 3.870000 0.835000 12.730410
3.030000 8.280000 0.675700 7.858626
6.720000 3.460000 0.726600 7.679736
6.130000 7.780000 1.135000 24.139861
5.470000 1.340000 0.312000 1.082558
6.160000 3.250000 0.678800 6.168976
9.870000 1.290000 0.311300 1.921255
5.220000 6.820000 0.977100 15.526832
1.220000 9.440000 0.294500 1.644777
6.320000 2.030000 0.460200 2.757241
4.210000 5.020000 0.760300 7.155401
0.570000 2.300000 0.132600 0.082239
1.660000 4.130000 0.365100 1.154130
5.000000 6.640000 0.941500 13.960156
6.810000 6.780000 1.132500 23.239664
1.400000 3.810000 0.312000 0.771369
7.790000 0.610000 0.149400 0.348290
5.450000 5.230000 0.889400 11.268738
7.040000 6.760000 1.149300 24.311467
9.440000 0.030000 0.007500 0.001060
7.790000 7.990000 1.314700 36.369746
7.220000 7.260000 1.206700 28.110882
7.870000 1.120000 0.269300 1.147885
8.940000 3.600000 0.791500 11.745123
9.520000 0.430000 0.106300 0.215090
9.000000 6.250000 1.210300 30.493695
5.780000 5.740000 0.960000 14.155392
8.940000 6.040000 1.180000 28.572992
3.900000 2.350000 0.474800 1.961750
2.680000 9.150000 0.613700 7.062686
8.690000 2.440000 0.561100 5.595764
9.040000 1.940000 0.456200 3.810147
8.030000 1.810000 0.424100 2.929452
5.950000 0.340000 0.083800 0.083539
0.590000 6.400000 0.143900 0.265799
9.090000 0.620000 0.152300 0.422010
6.710000 3.500000 0.732900 7.818395
5.940000 9.840000 1.199600 31.605123
5.490000 3.700000 0.723400 6.590274
3.740000 5.280000 0.719500 6.359042
2.590000 6.480000 0.570100 4.413510
3.420000 9.200000 0.760900 11.089934
4.750000 8.040000 0.964800 16.627143
6.530000 2.540000 0.561400 4.302055
9.410000 6.140000 1.212600 31.463496
0.530000 8.810000 0.130400 0.300108
0.580000 8.460000 0.142400 0.343657
8.340000 9.820000 1.498300 54.628251
5.700000 9.200000 1.142800 26.979825
5.150000 3.220000 0.643900 4.805131
7.700000 1.510000 0.357200 1.985226
6.000000 5.890000 0.990700 15.561024
2.530000 0.240000 0.058500 0.017363
1.280000 7.440000 0.305000 1.395711
4.910000 9.790000 1.036900 22.692231
4.810000 7.710000 0.962500 16.063860
2.620000 9.150000 0.601400 6.773431
5.490000 6.610000 0.995500 16.089153
6.100000 0.150000 0.037300 0.016946
9.580000 2.460000 0.570400 6.350259
9.330000 8.670000 1.497000 53.836815
7.780000 9.190000 1.399600 44.551083
3.840000 5.650000 0.748800 7.283264
7.660000 6.200000 1.135900 24.042377
3.040000 2.970000 0.500700 2.009403
8.690000 5.470000 1.091800 23.345559
1.890000 4.340000 0.410200 1.544224
3.140000 2.920000 0.504000 2.054498
3.190000 2.260000 0.434700 1.402788
0.860000 9.470000 0.209900 0.836220
0.460000 1.390000 0.103900 0.030978
6.240000 5.150000 0.936200 13.401933
0.610000 4.890000 0.147400 0.213495
5.780000 4.960000 0.887200 11.320884
4.240000 7.340000 0.866300 12.180173
1.680000 8.020000 0.395700 2.541713
1.030000 8.360000 0.249100 1.041463
6.780000 3.190000 0.682500 6.744721
1.750000 3.250000 0.363800 0.938204
1.730000 8.650000 0.408700 2.921400
7.560000 6.260000 1.136500 23.956589
0.160000 7.950000 0.039800 0.025185
0.120000 7.760000 0.029900 0.013860
4.710000 7.320000 0.934100 14.471941
1.520000 0.030000 0.007500 0.000169
8.030000 3.520000 0.763000 9.895329
1.180000 3.280000 0.263700 0.473697
9.590000 2.210000 0.517000 5.201980
7.860000 4.990000 0.993500 17.521981
3.160000 6.470000 0.671100 6.255534
4.390000 1.890000 0.411000 1.566166
7.860000 7.330000 1.263500 32.363793
3.250000 1.760000 0.365400 0.947395
2.010000 8.930000 0.471000 4.018188
7.260000 3.580000 0.758700 8.986564
5.510000 4.880000 0.861100 10.299716
8.930000 8.890000 1.485000 52.395552
7.010000 4.240000 0.855800 11.464703
7.460000 1.790000 0.417400 2.641470
5.230000 7.110000 0.993100 16.505900
4.840000 2.140000 0.463200 2.199989
5.530000 8.990000 1.111000 24.873672
6.740000 0.710000 0.172600 0.402645
3.720000 8.880000 0.812700 12.349371
0.110000 5.900000 0.027400 0.008841
4.730000 7.490000 0.943200 15.029323
8.040000 0.860000 0.208900 0.704105
5.890000 6.540000 1.031600 17.673184
0.700000 9.520000 0.171700 0.561867
2.890000 6.090000 0.617300 4.961628
1.990000 4.750000 0.434700 1.890337
0.570000 8.680000 0.140100 0.341040
9.850000 9.540000 1.615200 67.462104
9.450000 1.500000 0.358900 2.451404
2.240000 4.940000 0.482600 2.445370
9.660000 5.470000 1.123300 26.842774
1.270000 0.070000 0.017300 0.000757
3.950000 1.850000 0.396200 1.323101
2.070000 6.000000 0.465200 2.687607
1.860000 8.930000 0.438200 3.471210
1.510000 7.510000 0.356600 1.931235
7.450000 2.160000 0.495200 3.741309
2.900000 3.090000 0.498400 1.985515
2.500000 6.530000 0.553900 4.181273
0.480000 5.770000 0.117400 0.159339
9.690000 2.690000 0.619300 7.596558
7.300000 0.670000 0.163500 0.391049
5.520000 2.570000 0.551000 3.573579
2.960000 4.650000 0.588900 3.644204
5.060000 3.520000 0.681200 5.434574
0.740000 7.070000 0.179900 0.458964
8.080000 6.370000 1.179100 27.065907
9.350000 4.000000 0.870800 14.962791
0.770000 8.750000 0.188100 0.620279
6.950000 9.680000 1.330900 40.054028
5.110000 9.680000 1.067100 23.961508
0.200000 0.160000 0.029400 0.000420
1.690000 1.140000 0.222800 0.192524
4.130000 1.190000 0.273000 0.630110
5.070000 6.310000 0.931600 13.284614
4.480000 9.980000 0.967000 19.809107
4.590000 3.470000 0.652500 4.640596
2.400000 3.920000 0.482800 2.046006
5.780000 4.440000 0.830000 9.506488
6.710000 6.040000 1.058100 19.072414
2.660000 1.660000 0.332100 0.660021
6.850000 8.290000 1.244700 31.483562
5.230000 4.160000 0.767400 7.444270
1.390000 1.020000 0.193900 0.122853
2.050000 3.000000 0.399100 1.100005
6.510000 6.790000 1.107600 21.761960
7.930000 2.510000 0.570000 5.302311
1.120000 8.300000 0.269900 1.215216
9.520000 6.310000 1.240200 33.434368
0.630000 5.940000 0.153100 0.279289
1.200000 8.050000 0.288000 1.343167
3.000000 3.760000 0.552800 2.779752
1.790000 5.360000 0.403900 1.805906
6.680000 7.710000 1.190000 27.273610
9.610000 9.640000 1.604200 66.048974
6.780000 4.150000 0.834900 10.581788
8.160000 5.310000 1.049500 20.425234
8.230000 1.830000 0.429200 3.074036
3.620000 8.240000 0.784400 10.733702
6.300000 0.680000 0.165200 0.344768
4.660000 2.230000 0.475500 2.255682
3.990000 0.770000 0.182300 0.267933
2.840000 5.260000 0.590000 3.995952
3.230000 6.910000 0.691900 7.059089
3.840000 7.400000 0.805000 10.393918
6.020000 7.380000 1.099500 21.766363
2.670000 3.890000 0.519000 2.415667
1.450000 3.300000 0.314200 0.689665
2.030000 7.410000 0.468000 3.314636
0.870000 1.870000 0.186500 0.138758
7.310000 3.790000 0.794700 10.004282
9.480000 6.380000 1.248000 33.853068
7.160000 1.250000 0.297700 1.279273
4.630000 9.250000 0.978200 19.075065
0.150000 7.360000 0.037300 0.020490
5.340000 7.130000 1.007500 17.134930
4.850000 2.280000 0.487900 2.465228
1.980000 7.200000 0.456300 3.062307
8.590000 0.230000 0.057100 0.056044
6.550000 0.580000 0.141600 0.263374
6.470000 9.850000 1.275100 36.485400
2.530000 4.600000 0.523300 2.758374
7.630000 0.080000 0.019900 0.006072
4.860000 2.650000 0.549200 3.205405
5.260000 1.340000 0.310900 1.035656
4.240000 9.720000 0.919900 17.399040
2.160000 8.400000 0.500800 4.292010
7.860000 5.070000 1.004700 17.990506
1.730000 6.230000 0.398300 2.019993
7.940000 8.060000 1.333200 37.921126
5.990000 2.890000 0.615200 4.859485
1.880000 3.310000 0.385800 1.085472
1.300000 9.090000 0.312500 1.785586
9.520000 5.230000 1.082000 24.402883
7.720000 7.270000 1.247500 31.124345
4.170000 7.100000 0.848300 11.337334
0.450000 3.790000 0.109000 0.090329
2.800000 2.920000 0.476400 1.731148
6.310000 7.580000 1.143100 24.349393
2.150000 8.410000 0.498700 4.260774
7.830000 3.800000 0.808000 10.965672
4.770000 6.440000 0.903600 12.402868
8.430000 6.690000 1.235200 31.061733
5.560000 0.300000 0.074000 0.060874
6.380000 2.680000 0.585200 4.602254
1.600000 6.820000 0.373800 1.934831
7.960000 6.620000 1.199700 28.155841
5.090000 1.230000 0.286700 0.850237
4.430000 0.120000 0.029800 0.007866
5.370000 7.340000 1.021700 18.002016
1.220000 4.330000 0.280500 0.696698
9.860000 0.510000 0.125800 0.312338
2.950000 8.910000 0.666400 8.165964
4.190000 4.960000 0.754400 6.980733
1.280000 4.340000 0.292900 0.763346
5.580000 9.220000 1.126100 26.111382
2.840000 5.210000 0.588600 3.946998
7.350000 3.410000 0.731500 8.384445
2.700000 6.550000 0.591400 4.815839
4.610000 3.960000 0.708000 5.752879
6.980000 7.510000 1.205100 28.084935
6.430000 0.950000 0.228100 0.672864
2.750000 4.110000 0.538900 2.732463
8.230000 3.080000 0.684600 8.035463
3.160000 3.660000 0.563800 2.901794
1.440000 4.210000 0.324000 0.914038
5.390000 6.260000 0.962700 14.457497
7.370000 9.580000 1.376900 43.387640
6.830000 0.760000 0.184400 0.466093
6.460000 7.080000 1.124800 22.876088
8.040000 1.490000 0.353600 2.029705
4.980000 7.310000 0.970400 15.835058
3.710000 0.270000 0.066200 0.032589
8.950000 9.260000 1.516800 55.875686
3.930000 1.750000 0.378300 1.192574
7.740000 6.870000 1.211000 28.645556
1.650000 0.280000 0.066800 0.014830
9.750000 5.240000 1.089700 25.248979
5.580000 5.040000 0.881600 11.026074
5.840000 3.810000 0.752500 7.519112
9.980000 2.030000 0.479000 4.632689
7.050000 7.360000 1.200000 27.676800
5.950000 1.510000 0.350500 1.488378
7.170000 7.720000 1.238300 30.473787
9.130000 0.390000 0.096400 0.169897
1.530000 8.920000 0.364700 2.391482
6.810000 1.330000 0.314700 1.362691
5.360000 8.010000 1.050300 20.229932
6.460000 4.360000 0.852100 10.762410
4.650000 4.900000 0.795000 8.052237
7.880000 1.180000 0.283100 1.270895
3.960000 5.540000 0.759500 7.454691
2.570000 9.630000 0.593900 6.930106
1.380000 8.460000 0.329800 1.853281
3.440000 4.570000 0.647900 4.548608
0.440000 4.290000 0.107000 0.098566
4.270000 1.620000 0.359400 1.150203
8.820000 5.860000 1.150900 26.692892
3.280000 9.960000 0.741400 11.295395
1.780000 6.680000 0.411400 2.306519
8.360000 1.770000 0.416600 2.937491
3.550000 2.110000 0.427900 1.445902
2.270000 7.470000 0.517800 4.112690
4.220000 2.950000 0.570000 3.177636
7.530000 7.940000 1.287800 34.226354
0.420000 5.700000 0.103000 0.121099
2.380000 7.770000 0.542500 4.696463
4.760000 1.840000 0.407100 1.647779
1.090000 9.680000 0.264400 1.357867
8.230000 2.890000 0.648000 7.162212
7.910000 6.110000 1.139800 24.581707
0.310000 2.280000 0.074700 0.025560
8.610000 7.340000 1.316600 37.038068
7.220000 7.860000 1.253300 31.624162
4.100000 9.620000 0.893100 16.188193
5.020000 1.890000 0.419800 1.843380
9.360000 2.300000 0.535300 5.455236
2.610000 3.600000 0.498100 2.093022
3.640000 2.170000 0.439700 1.566577
7.730000 3.780000 0.802500 10.690805
1.330000 7.980000 0.317500 1.620766
2.860000 6.140000 0.613100 4.922069
8.410000 0.170000 0.042300 0.030075
8.360000 4.950000 1.004900 18.762345
3.840000 9.660000 0.846000 14.479513
9.070000 0.420000 0.103800 0.195390
7.770000 0.310000 0.076700 0.091485
4.780000 9.160000 1.000800 19.904810
0.650000 9.980000 0.159800 0.510049
1.620000 0.480000 0.109800 0.040040
8.350000 7.970000 1.358900 40.198220
4.470000 7.810000 0.915500 14.445291
6.990000 4.940000 0.951100 14.699934
2.770000 8.780000 0.629300 7.153784
1.740000 7.650000 0.407400 2.576368
0.690000 7.470000 0.168300 0.424275
9.020000 3.120000 0.701000 9.174495
8.100000 4.300000 0.896800 14.175145
0.140000 0.140000 0.023300 0.000203
8.120000 3.830000 0.819000 11.636798
4.040000 0.040000 0.010000 0.000804
0.280000 6.390000 0.069200 0.061258
1.680000 4.450000 0.373000 1.290407
4.690000 9.650000 0.997000 20.578654
9.710000 2.060000 0.484800 4.620402
7.300000 0.570000 0.139600 0.285014
2.630000 2.570000 0.433200 1.301536
0.830000 1.210000 0.161400 0.072628
3.550000 9.430000 0.788500 12.216995
1.610000 3.380000 0.343600 0.853817
3.370000 2.690000 0.495600 2.002772
2.590000 5.130000 0.546200 3.302713
7.370000 0.250000 0.062000 0.056606
9.840000 4.110000 0.898300 16.715208
7.450000 2.200000 0.503400 3.870152
9.040000 7.190000 1.326400 38.439077
5.470000 0.280000 0.069100 0.052243
8.030000 5.440000 1.061900 20.798523
4.440000 7.520000 0.902000 13.590773
4.800000 2.940000 0.591400 3.759023
8.150000 6.850000 1.236000 30.724839
8.750000 2.730000 0.621000 6.937752
2.050000 8.770000 0.479000 4.086207
1.090000 6.800000 0.260700 0.930702
2.300000 9.150000 0.534300 5.317052
5.610000 2.340000 0.511600 3.090012
1.280000 0.180000 0.043300 0.004826
7.890000 7.250000 1.258300 32.004170
9.380000 3.620000 0.801100 12.572499
5.610000 3.430000 0.690300 5.983336
5.340000 8.990000 1.083100 23.457104
9.070000 5.800000 1.152300 27.249336
0.390000 1.510000 0.090400 0.025137
9.490000 2.680000 0.616000 7.365872
3.470000 8.440000 0.760400 10.255442
7.890000 4.690000 0.951100 15.876511
8.910000 4.980000 1.026000 20.602310
1.160000 8.040000 0.278800 1.256662
5.720000 3.680000 0.729800 6.903756
6.960000 8.990000 1.297300 36.218643
6.910000 5.080000 0.964800 15.137955
1.300000 6.460000 0.307000 1.231179
0.300000 4.410000 0.073700 0.047940
1.770000 6.010000 0.405100 2.021760
4.970000 9.430000 1.038200 22.091211
9.470000 2.790000 0.638500 7.914852
6.890000 1.430000 0.337000 1.583663
9.820000 6.550000 1.284800 37.078676
3.810000 8.680000 0.825700 12.527468
9.220000 4.900000 1.021700 20.945540
3.430000 9.770000 0.769100 11.977132
2.710000 8.250000 0.612800 6.389677
9.250000 6.220000 1.217000 31.405143
3.200000 6.730000 0.683200 6.719065
9.440000 9.670000 1.592200 64.597655
6.210000 3.580000 0.731800 7.351137
7.050000 9.310000 1.324900 38.827800
3.850000 5.750000 0.754300 7.490813
5.170000 3.250000 0.648900 4.905236
1.240000 2.020000 0.249300 0.281202
7.140000 4.580000 0.909100 13.361722
9.450000 1.420000 0.340700 2.206539
7.390000 9.220000 1.359200 41.282811
0.130000 7.670000 0.032400 0.016066
1.010000 5.450000 0.239700 0.632185
5.050000 9.490000 1.052600 22.890639
7.900000 7.230000 1.257100 31.928273
5.360000 6.170000 0.953700 14.035653
1.560000 1.960000 0.287700 0.392215
0.040000 0.500000 0.009800 0.000096
9.410000 1.370000 0.329100 2.050139
9.480000 9.300000 1.564800 61.315918
8.840000 4.450000 0.939000 16.813982
6.970000 4.100000 0.833800 10.753984
5.110000 8.760000 1.041400 21.050047
8.370000 5.610000 1.098800 23.143692
0.790000 7.710000 0.192200 0.571077
7.840000 0.560000 0.137400 0.296454
7.070000 4.400000 0.881100 12.336206
3.200000 0.400000 0.096700 0.060067
1.570000 8.290000 0.372100 2.318675
5.500000 9.360000 1.118800 25.996569
0.920000 9.680000 0.224300 0.976082
4.240000 5.680000 0.800900 8.616969
1.320000 9.520000 0.317800 1.932378
4.250000 3.780000 0.665700 4.757414
6.520000 2.370000 0.529000 3.790890
1.590000 5.470000 0.364400 1.487889
2.670000 1.160000 0.251800 0.358066
0.970000 8.830000 0.235500 0.982304
3.020000 8.600000 0.677200 8.172633
0.780000 6.860000 0.189100 0.492490
6.650000 6.660000 1.109200 21.832821
1.480000 8.860000 0.353200 2.227853
1.130000 7.060000 0.270300 1.038637
7.020000 0.400000 0.098500 0.136429
5.880000 3.800000 0.752600 7.555570
5.080000 0.480000 0.117000 0.139478
7.670000 7.020000 1.220600 29.223153
7.940000 0.540000 0.132600 0.279658
0.940000 1.900000 0.199100 0.162003
6.340000 0.430000 0.105600 0.141608
5.790000 9.470000 1.165200 28.780627
9.810000 5.200000 1.084900 25.116882
0.180000 9.040000 0.044800 0.036248
2.760000 7.880000 0.619100 6.257548
2.680000 4.560000 0.545100 3.006929
9.540000 5.280000 1.090400 24.869443
5.740000 1.500000 0.347300 1.411276
9.870000 0.570000 0.140400 0.389357
8.600000 6.820000 1.259600 32.941443
3.350000 1.690000 0.356500 0.918468
5.830000 4.280000 0.813300 9.070980
6.500000 1.530000 0.357300 1.685532
2.170000 6.220000 0.487000 3.055543
6.080000 2.250000 0.500900 3.175009
7.580000 4.190000 0.865600 12.448219
7.450000 4.260000 0.872700 12.518696
3.900000 7.960000 0.827700 11.713035
6.250000 7.170000 1.110500 22.142838
0.050000 9.100000 0.012500 0.002836
3.010000 8.290000 0.671900 7.776408
6.700000 0.160000 0.039800 0.021185
6.450000 8.640000 1.218400 30.331681
9.340000 5.340000 1.093900 24.662156
4.460000 9.300000 0.950600 17.996806
1.220000 3.340000 0.272100 0.514106
3.850000 2.550000 0.501300 2.208761
9.890000 6.400000 1.267100 36.031321
8.600000 8.890000 1.456900 49.508184
0.800000 7.150000 0.194100 0.540473
1.240000 8.770000 0.298300 1.568690
7.800000 9.760000 1.436200 48.743677
3.700000 5.750000 0.733700 7.015150
9.500000 8.570000 1.499900 54.307500
6.920000 0.550000 0.134700 0.251372
6.060000 0.790000 0.190600 0.442477
5.050000 6.060000 0.914400 12.462853
4.730000 4.150000 0.735300 6.421549
3.500000 4.550000 0.653900 4.647627
8.870000 9.870000 1.555000 60.547968
0.350000 8.870000 0.086600 0.133156
3.420000 3.450000 0.572500 3.002118
9.610000 3.050000 0.692400 9.483528
1.840000 9.880000 0.436600 3.801814
8.870000 7.080000 1.304300 36.516779
2.300000 8.240000 0.529300 4.718704
5.060000 9.660000 1.058500 23.497693
4.270000 8.190000 0.894200 14.205449
0.980000 6.500000 0.235100 0.722696
8.420000 2.030000 0.473200 3.832160
8.740000 2.770000 0.628900 7.115741
9.230000 4.140000 0.893700 15.648205
9.670000 2.720000 0.625400 7.735878
4.310000 9.940000 0.936100 18.410918
0.350000 2.470000 0.084200 0.035193
0.770000 1.390000 0.159000 0.077042
6.970000 2.560000 0.570600 4.718806
1.610000 6.790000 0.375800 1.947908
8.930000 2.100000 0.490500 4.362964
9.310000 8.170000 1.447400 48.982134
2.120000 6.570000 0.480400 3.123650
3.010000 6.030000 0.636300 5.259342
2.500000 9.270000 0.577200 6.303227
1.730000 9.120000 0.410000 3.096730
2.810000 4.620000 0.566300 3.312722
1.540000 8.070000 0.364900 2.170071
8.050000 4.360000 0.905100 14.400360
4.170000 7.090000 0.848000 11.316353
6.440000 3.940000 0.792800 9.061069
2.160000 1.660000 0.310300 0.496496
7.980000 2.860000 0.639600 6.775043
4.840000 5.620000 0.864400 10.464687
8.220000 0.160000 0.039800 0.026049
5.600000 5.340000 0.910900 12.108105
4.960000 6.850000 0.947100 14.389756
7.380000 3.690000 0.779800 9.669349
4.490000 2.590000 0.529400 2.781390
2.130000 0.430000 0.101500 0.044399
6.210000 9.260000 1.216100 31.368160
2.860000 7.260000 0.630900 6.048011
5.230000 9.080000 1.069400 22.945728
7.790000 0.670000 0.163700 0.418530
5.790000 9.200000 1.155700 27.693674
6.430000 1.600000 0.372000 1.810604
4.670000 2.440000 0.510700 2.643334
2.250000 1.070000 0.228400 0.251146
3.950000 3.000000 0.563200 2.979495
9.700000 9.530000 1.602300 65.832103
5.700000 7.250000 1.056200 19.467513
6.290000 7.170000 1.114500 22.362889
6.340000 2.300000 0.513500 3.473031
8.800000 0.620000 0.152200 0.408080
5.590000 2.310000 0.505800 3.006776
4.220000 8.110000 0.884100 13.746716
5.800000 5.560000 0.946000 13.560479
0.110000 9.200000 0.027400 0.013832
7.480000 4.820000 0.955500 15.479311
5.530000 6.230000 0.974800 14.939340
6.400000 8.110000 1.184200 27.411666
1.990000 0.780000 0.172200 0.123437
8.880000 8.660000 1.461300 49.947215
8.830000 8.200000 1.416300 45.591327
1.960000 2.300000 0.351600 0.705611
8.370000 5.870000 1.133000 24.924659
5.190000 9.040000 1.062100 22.519132
3.030000 8.020000 0.672600 7.563860
5.780000 9.240000 1.155700 27.774409
5.170000 4.180000 0.766200 7.379203
9.080000 0.450000 0.111100 0.224178
5.790000 2.370000 0.519700 3.285101
2.830000 0.980000 0.220100 0.283932
1.050000 6.220000 0.250500 0.786503
7.370000 2.420000 0.547200 4.552121
9.610000 0.410000 0.101400 0.197646
5.840000 9.790000 1.183200 30.510725
8.980000 1.210000 0.291600 1.534724
3.970000 4.620000 0.709700 5.793601
0.890000 4.030000 0.208800 0.356317
8.010000 6.060000 1.139200 24.691725
4.270000 4.260000 0.710800 5.746746
2.590000 4.320000 0.524000 2.643802
0.080000 0.400000 0.018900 0.000289
4.300000 1.830000 0.398700 1.442012
0.170000 0.340000 0.035900 0.000946
4.070000 8.650000 0.870800 14.007270
9.350000 5.500000 1.118500 25.960071
8.370000 9.320000 1.467800 50.925884
3.670000 7.170000 0.771700 9.233798
5.200000 7.580000 1.011000 17.857621
6.590000 6.540000 1.094100 20.958310
1.460000 7.090000 0.344300 1.700167
7.420000 2.700000 0.602500 5.598084
5.540000 9.250000 1.121200 25.908983
5.770000 8.110000 1.108400 23.209584
8.480000 2.880000 0.648500 7.373892
3.500000 0.480000 0.115600 0.094015
2.790000 5.070000 0.577000 3.696594
6.650000 0.720000 0.174900 0.407925
2.530000 7.470000 0.569900 5.015259
4.950000 9.480000 1.036200 22.087753
7.420000 6.780000 1.179700 26.390937
9.760000 2.390000 0.556400 6.144995
2.170000 0.840000 0.185800 0.156512
1.010000 9.590000 0.245500 1.159345
5.240000 8.200000 1.041300 20.112792
3.200000 9.490000 0.721200 10.200986
1.060000 3.080000 0.238300 0.361936
0.020000 9.730000 0.005000 0.000486
3.360000 3.730000 0.588400 3.279828
8.030000 8.460000 1.372800 41.454682
2.710000 6.600000 0.594000 4.892816
1.140000 7.740000 0.273700 1.166601
1.190000 0.530000 0.114600 0.033120
7.100000 5.060000 0.971400 15.616250
8.130000 8.320000 1.370600 41.204399
9.160000 1.930000 0.454400 3.828831
2.520000 3.480000 0.481200 1.886984
6.060000 9.880000 1.218400 32.858058
3.470000 0.920000 0.212700 0.320296
9.690000 8.740000 1.529700 57.617353
7.910000 3.920000 0.829900 11.723750
3.450000 9.600000 0.771200 11.853867
1.030000 7.680000 0.248300 0.951393
0.020000 5.850000 0.005000 0.000292
9.380000 2.450000 0.567300 6.152935
4.950000 8.580000 1.011700 19.413052
4.580000 0.840000 0.199500 0.367842
3.160000 4.670000 0.617100 4.083143
