width	length	x	Vmax 
2.880000 6.800000 0.628000 5.654170
2.080000 9.740000 0.489200 4.721650
2.350000 7.780000 0.536400 4.595036
4.220000 5.060000 0.763900 7.264222
9.980000 3.320000 0.749500 11.575204
6.140000 6.320000 1.038000 17.903025
1.150000 3.030000 0.255100 0.411264
1.900000 3.550000 0.395500 1.210124
2.330000 1.330000 0.272600 0.381834
3.650000 3.980000 0.634100 4.095630
3.870000 6.770000 0.792800 9.389323
6.820000 8.300000 1.242000 31.320975
6.250000 2.270000 0.506700 3.334244
0.320000 1.440000 0.075100 0.016448
9.850000 2.680000 0.618200 7.687065
3.990000 6.130000 0.788500 8.662768
3.960000 6.610000 0.801400 9.458902
1.960000 5.320000 0.436600 2.109993
5.860000 9.430000 1.173900 29.199709
5.150000 8.670000 1.044600 21.040869
6.770000 2.920000 0.634800 5.762626
8.640000 6.220000 1.190000 28.605696
6.890000 2.090000 0.476900 3.216552
1.730000 5.350000 0.391900 1.693219
7.510000 1.280000 0.305200 1.410016
2.160000 4.600000 0.462300 2.099114
1.400000 0.820000 0.166900 0.086519
9.590000 6.090000 1.212400 31.839917
5.700000 6.200000 0.989000 15.541427
4.530000 6.640000 0.882300 11.895549
9.800000 0.280000 0.069500 0.094673
9.740000 9.560000 1.608100 66.552316
5.220000 0.090000 0.022400 0.005240
7.020000 3.440000 0.730000 8.036424
2.350000 2.250000 0.383100 0.900301
9.190000 4.830000 1.009600 20.349179
9.770000 6.620000 1.292100 37.471484
6.640000 8.820000 1.250500 32.706003
1.690000 6.720000 0.392600 2.108186
6.580000 0.360000 0.088700 0.103700
6.610000 1.720000 0.398400 2.138112
3.870000 9.490000 0.849200 14.368667
7.700000 3.460000 0.746700 9.114145
8.770000 3.500000 0.770600 10.911521
9.500000 3.770000 0.830800 13.730202
7.720000 0.990000 0.239100 0.886189
3.940000 7.710000 0.828700 11.449041
6.420000 5.350000 0.968700 14.818515
4.340000 9.720000 0.937700 18.129305
9.450000 3.940000 0.861400 14.758149
4.670000 0.150000 0.037200 0.012924
6.390000 9.630000 1.255500 34.670132
3.080000 9.640000 0.698700 9.690269
2.250000 2.350000 0.383100 0.900301
2.070000 9.500000 0.486200 4.550780
2.310000 4.550000 0.486600 2.326661
6.780000 4.940000 0.941200 14.094378
8.660000 9.760000 1.526800 57.405788
3.320000 7.370000 0.716200 8.027036
1.070000 2.120000 0.225700 0.232967
8.790000 1.140000 0.275200 1.336940
5.960000 0.270000 0.066700 0.053087
7.260000 9.990000 1.384500 44.898658
6.370000 2.470000 0.546200 3.971104
7.610000 6.640000 1.179300 26.514608
2.000000 0.750000 0.166700 0.115741
7.320000 1.400000 0.331600 1.626409
8.840000 4.850000 1.003700 19.494211
1.870000 6.730000 0.430500 2.549344
7.310000 0.510000 0.125200 0.229451
7.280000 1.160000 0.277500 1.129043
0.300000 8.650000 0.074300 0.095632
0.300000 3.340000 0.073200 0.035907
6.740000 7.600000 1.188600 27.083477
2.970000 1.770000 0.358700 0.850509
0.200000 3.720000 0.049300 0.018103
9.300000 2.200000 0.513600 4.983122
1.610000 2.250000 0.308700 0.500254
3.750000 9.580000 0.828100 13.738885
1.620000 9.750000 0.386800 2.938761
1.820000 3.400000 0.378800 1.063400
7.880000 4.960000 0.990000 17.406180
5.370000 2.820000 0.589600 4.054246
4.430000 1.360000 0.309900 0.874014
1.980000 3.600000 0.409500 1.322169
4.060000 2.160000 0.450300 1.791720
2.490000 7.530000 0.562600 4.917839
4.860000 0.780000 0.186500 0.340588
6.200000 2.500000 0.549500 3.927002
5.970000 4.260000 0.817500 9.302639
1.460000 3.210000 0.314400 0.674543
4.530000 5.840000 0.843700 9.959187
6.600000 9.350000 1.271200 35.113745
8.520000 5.740000 1.122400 24.617688
8.000000 3.190000 0.702400 8.269883
0.700000 0.160000 0.037500 0.001992
2.790000 3.120000 0.490200 1.897966
9.220000 7.390000 1.359200 41.282811
3.980000 8.380000 0.849900 12.945840
7.860000 4.850000 0.973500 16.710555
0.140000 4.190000 0.034700 0.010095
3.860000 5.860000 0.760100 7.718256
9.800000 2.120000 0.498200 4.928057
5.330000 1.550000 0.355200 1.377684
8.660000 9.240000 1.489300 52.979640
4.900000 2.280000 0.488800 2.497051
6.090000 8.630000 1.173100 27.597518
2.000000 0.690000 0.155100 0.099541
3.190000 1.020000 0.231400 0.351634
8.880000 3.710000 0.810900 12.290465
9.950000 5.230000 1.093200 25.831543
1.970000 2.380000 0.357700 0.747023
0.080000 6.940000 0.019900 0.005520
9.000000 2.020000 0.473500 4.091451
3.540000 2.090000 0.424600 1.417631
6.920000 1.510000 0.354600 1.763642
6.870000 8.350000 1.250500 31.955628
3.670000 7.650000 0.782200 10.022985
6.310000 9.460000 1.237700 33.149501
8.800000 9.360000 1.511200 55.334277
8.920000 9.990000 1.568300 62.161066
4.490000 1.420000 0.322500 0.961010
3.850000 5.300000 0.734300 6.699824
5.600000 7.130000 1.038100 18.487087
1.040000 6.480000 0.248700 0.807320
6.490000 1.510000 0.353000 1.641569
9.260000 5.970000 1.183200 29.392790
0.020000 0.080000 0.004600 0.000004
7.270000 7.800000 1.253500 31.601436
9.830000 4.960000 1.046100 23.213443
9.760000 5.050000 1.059300 23.728320
1.090000 2.050000 0.227200 0.230418
7.330000 8.270000 1.292900 34.865611
0.310000 1.830000 0.073900 0.020164
4.220000 0.540000 0.130400 0.144145
9.010000 1.220000 0.294000 1.564875
6.240000 7.060000 1.102000 21.597895
4.160000 9.300000 0.898500 15.930036
0.930000 0.690000 0.130600 0.037454
9.610000 3.530000 0.786700 12.370395
3.590000 0.100000 0.024800 0.004425
1.720000 7.790000 0.403600 2.572506
2.070000 7.480000 0.476700 3.474000
3.890000 8.070000 0.828300 11.864310
6.180000 8.360000 1.171500 27.046689
1.690000 1.850000 0.294100 0.408873
5.750000 5.360000 0.924100 12.662334
0.260000 4.050000 0.063900 0.033133
1.320000 1.090000 0.198100 0.126969
4.480000 5.910000 0.841600 9.948986
2.230000 4.830000 0.478800 2.359163
1.870000 6.780000 0.430800 2.571064
8.390000 9.020000 1.448000 48.718331
6.290000 5.480000 0.973900 14.937210
0.490000 1.580000 0.111500 0.040399
7.010000 5.330000 1.000100 16.683300
1.180000 7.650000 0.282700 1.230931
4.360000 1.560000 0.348900 1.101669
9.840000 3.180000 0.720400 10.523523
3.300000 9.030000 0.736000 10.168594
1.430000 7.520000 0.338900 1.744218
7.680000 9.870000 1.428700 48.317155
0.450000 2.570000 0.107100 0.059494
7.710000 9.280000 1.397800 44.543602
3.240000 0.680000 0.160100 0.168192
7.930000 9.560000 1.438600 48.576993
4.600000 1.540000 0.347400 1.146655
0.570000 8.740000 0.140100 0.343476
1.260000 3.970000 0.286000 0.668618
4.530000 9.100000 0.958200 17.990260
4.580000 1.510000 0.341300 1.100593
6.650000 2.550000 0.564800 4.428696
1.590000 3.540000 0.343200 0.884946
9.330000 0.250000 0.062100 0.071917
7.300000 8.830000 1.326100 38.076546
3.880000 2.910000 0.548800 2.767501
6.950000 1.440000 0.339400 1.620173
2.740000 5.580000 0.581200 4.050502
3.150000 5.080000 0.631400 4.548492
1.370000 2.010000 0.266900 0.329461
9.840000 2.400000 0.558900 6.250517
1.690000 0.510000 0.116400 0.047018
2.660000 3.680000 0.508200 2.224845
4.660000 3.170000 0.618000 4.092406
1.510000 5.880000 0.350100 1.468530
5.960000 9.390000 1.186700 29.864181
3.120000 2.060000 0.405400 1.169438
1.670000 5.710000 0.382500 1.711774
5.200000 6.870000 0.977400 15.590319
0.570000 9.970000 0.140400 0.393417
4.960000 7.300000 0.967300 15.701679
3.890000 4.650000 0.703300 5.664842
0.670000 7.470000 0.163600 0.400583
3.120000 1.910000 0.384200 1.031418
6.290000 1.160000 0.275400 0.962887
3.880000 8.630000 0.837300 12.843712
3.980000 5.540000 0.762000 7.515832
5.390000 9.370000 1.102500 25.159629
8.440000 1.040000 0.251500 1.071936
5.350000 9.760000 1.107400 26.196334
3.220000 6.550000 0.682900 6.564406
1.410000 8.120000 0.335900 1.846866
8.230000 6.340000 1.183900 27.568095
6.260000 2.960000 0.632700 5.355077
0.210000 7.960000 0.052100 0.043303
9.300000 4.430000 0.945500 17.786227
3.320000 7.230000 0.713600 7.837854
6.490000 1.000000 0.239600 0.750050
3.160000 0.190000 0.046800 0.013834
6.710000 0.610000 0.148900 0.298081
3.180000 8.290000 0.704300 8.585214
6.450000 4.970000 0.928000 13.275704
0.200000 3.680000 0.049300 0.017903
4.500000 7.310000 0.903900 13.389491
9.890000 4.650000 0.995000 20.908930
4.340000 1.310000 0.299100 0.796627
7.420000 7.730000 1.261700 32.166584
1.750000 4.100000 0.381100 1.256517
2.870000 6.290000 0.617600 5.103591
6.080000 5.390000 0.950700 13.858795
3.110000 0.280000 0.068400 0.029122
3.540000 9.680000 0.789400 12.542045
3.620000 4.440000 0.661300 4.736174
0.030000 2.640000 0.007500 0.000295
3.640000 0.940000 0.217900 0.352030
5.070000 9.380000 1.053000 22.702823
4.500000 1.440000 0.326600 0.988508
9.820000 4.130000 0.901700 16.817987
2.770000 2.770000 0.461700 1.574365
5.340000 3.440000 0.682000 5.629348
5.170000 1.880000 0.419600 1.891346
3.100000 1.140000 0.254000 0.416089
5.530000 8.270000 1.083900 22.238178
0.360000 6.340000 0.088700 0.099813
1.980000 2.770000 0.379700 0.931836
4.520000 1.990000 0.431000 1.778403
4.380000 0.720000 0.172000 0.261016
6.040000 1.150000 0.272500 0.905919
1.350000 2.370000 0.276800 0.400414
5.210000 4.150000 0.765100 7.375824
2.060000 1.520000 0.288300 0.403458
0.920000 4.760000 0.217800 0.456234
9.820000 1.030000 0.250400 1.234903
9.820000 3.730000 0.827400 14.019816
9.230000 2.800000 0.638900 7.733782
5.290000 2.460000 0.527500 3.138717
3.660000 3.910000 0.629800 4.006800
8.240000 5.050000 1.015600 19.035518
7.300000 0.730000 0.177700 0.462277
7.960000 2.580000 0.584300 5.600739
4.540000 8.370000 0.942100 16.227661
0.800000 3.340000 0.186600 0.236279
4.350000 8.880000 0.923200 16.256925
5.910000 6.550000 1.034200 17.805319
4.580000 0.290000 0.071300 0.046635
3.480000 1.400000 0.307900 0.691576
7.970000 0.540000 0.132600 0.280751
6.150000 0.780000 0.188400 0.438549
1.290000 8.200000 0.308800 1.574388
7.810000 6.920000 1.220800 29.350281
1.280000 9.130000 0.308000 1.741215
2.350000 5.630000 0.513700 3.127097
7.960000 5.160000 1.021000 18.839823
4.370000 9.000000 0.929100 16.666914
7.550000 7.000000 1.209900 28.429434
4.970000 0.670000 0.161500 0.260420
7.120000 2.080000 0.476500 3.311775
0.830000 5.690000 0.199400 0.454944
5.360000 9.750000 1.108700 26.245090
6.220000 4.850000 0.901500 12.132927
4.990000 9.060000 1.031700 21.125347
5.820000 6.590000 1.028200 17.543824
2.580000 9.450000 0.594900 6.831433
1.570000 4.870000 0.355800 1.270053
2.090000 2.190000 0.356400 0.725060
1.110000 3.560000 0.252500 0.466689
1.760000 9.490000 0.417700 3.342453
3.320000 3.580000 0.573800 3.032043
4.850000 0.520000 0.126300 0.155266
6.990000 4.420000 0.881000 12.242397
3.470000 7.750000 0.749300 9.234381
5.480000 5.690000 0.930300 12.894079
7.990000 7.800000 1.315500 36.440233
1.540000 3.010000 0.323800 0.682637
2.380000 1.330000 0.274000 0.392539
8.530000 6.440000 1.211500 29.720299
8.470000 8.090000 1.378900 41.999354
5.500000 6.810000 1.008600 16.835918
6.930000 6.540000 1.121100 22.587056
8.710000 5.250000 1.060700 21.864309
7.870000 5.730000 1.092000 22.017511
2.210000 4.950000 0.477500 2.394054
2.390000 4.160000 0.489000 2.197069
6.610000 9.750000 1.290000 37.274679
6.590000 3.240000 0.687100 6.686610
3.870000 6.530000 0.785400 8.955282
7.710000 1.090000 0.262200 1.065627
2.280000 5.860000 0.503900 3.110559
0.350000 1.050000 0.079000 0.013530
4.810000 7.350000 0.949100 15.066537
3.110000 7.910000 0.686300 7.795049
5.570000 0.140000 0.034800 0.013476
7.770000 3.430000 0.742600 9.076561
8.480000 8.490000 1.414200 45.250297
5.840000 2.740000 0.586500 4.289185
5.770000 8.860000 1.140100 26.179188
4.050000 7.740000 0.847400 12.064989
2.550000 8.550000 0.582900 5.957943
8.470000 2.590000 0.590400 6.064554
3.950000 2.730000 0.529500 2.557941
5.430000 4.130000 0.774900 7.758060
1.010000 5.050000 0.238600 0.581322
8.270000 2.990000 0.667800 7.661183
4.660000 8.630000 0.968000 17.650953
0.580000 1.270000 0.124800 0.042075
4.250000 1.390000 0.314500 0.866630
1.000000 1.570000 0.198900 0.140403
1.450000 7.110000 0.342100 1.683432
9.540000 5.420000 1.112100 26.000713
0.980000 0.790000 0.145000 0.050025
9.260000 8.090000 1.436000 47.865591
3.370000 9.190000 0.751300 10.785250
2.710000 1.100000 0.241500 0.331835
7.350000 8.280000 1.295600 35.074304
3.690000 4.780000 0.688500 5.419279
7.650000 4.530000 0.919600 14.378590
7.840000 1.700000 0.399400 2.534404
9.250000 6.020000 1.189800 29.758093
4.310000 3.530000 0.643700 4.363309
2.500000 1.030000 0.225600 0.267527
8.180000 1.270000 0.304200 1.523851
8.370000 5.310000 1.057400 21.133847
6.130000 2.780000 0.598900 4.673652
4.740000 6.360000 0.895900 12.065952
5.610000 0.790000 0.190100 0.407417
8.560000 6.700000 1.243600 31.815630
6.270000 6.510000 1.064400 19.311862
8.240000 6.400000 1.191400 28.033099
6.620000 9.690000 1.288800 37.054502
7.140000 5.570000 1.035200 18.366076
5.970000 8.760000 1.163100 27.267112
1.200000 3.320000 0.268000 0.495418
3.990000 1.170000 0.267900 0.586876
0.930000 1.730000 0.193400 0.141110
9.390000 9.980000 1.611900 67.151884
8.070000 2.510000 0.571100 5.411655
3.850000 5.260000 0.732400 6.629913
5.980000 0.380000 0.093400 0.104538
6.970000 5.630000 1.032300 18.054631
3.030000 1.800000 0.365100 0.898265
2.040000 5.510000 0.454200 2.365097
5.700000 5.510000 0.933800 13.035039
9.190000 3.510000 0.777900 11.605298
6.800000 8.640000 1.259500 33.003939
6.230000 0.170000 0.042200 0.022200
1.610000 7.340000 0.378000 2.125394
2.780000 0.410000 0.098400 0.054193
8.130000 0.860000 0.209000 0.712419
0.700000 9.900000 0.171800 0.585134
7.370000 5.570000 1.047500 19.201330
8.290000 4.600000 0.949400 16.390356
6.030000 9.750000 1.209600 32.018176
3.640000 9.880000 0.810900 13.515026
6.780000 2.570000 0.570200 4.597165
1.190000 3.580000 0.268700 0.533531
4.040000 3.210000 0.592400 3.425465
3.080000 0.280000 0.068300 0.028828
9.890000 9.270000 1.594200 64.973933
8.560000 2.190000 0.508000 4.499181
9.010000 8.710000 1.476000 51.485779
6.590000 6.470000 1.088200 20.621644
5.850000 5.920000 0.980800 15.096319
3.650000 5.360000 0.711300 6.238218
8.830000 0.080000 0.020000 0.007032
8.420000 1.800000 0.423400 3.056429
4.460000 3.660000 0.666900 4.849808
5.800000 5.810000 0.967500 14.490127
2.160000 4.940000 0.468400 2.293621
3.630000 4.020000 0.635000 4.121150
2.570000 7.220000 0.575200 4.956156
7.610000 1.900000 0.441600 3.020460
8.110000 6.700000 1.217500 29.468218
6.350000 5.080000 0.935000 13.446048
5.400000 1.770000 0.400300 1.784801
9.030000 4.810000 1.002400 19.754388
4.670000 5.840000 0.859700 10.452441
4.330000 3.070000 0.590400 3.512566
0.570000 2.080000 0.131400 0.073353
8.230000 6.810000 1.236700 30.873067
2.910000 9.380000 0.662300 8.458254
8.750000 1.580000 0.375500 2.490005
8.620000 9.130000 1.477300 51.684982
1.820000 5.210000 0.408400 1.799924
8.310000 6.240000 1.176200 27.241693
2.960000 4.720000 0.591400 3.717725
1.190000 6.960000 0.283700 1.129135
2.980000 9.400000 0.676600 8.857055
3.940000 5.060000 0.732800 6.517511
5.040000 9.310000 1.046400 22.257485
5.040000 9.090000 1.040400 21.579586
2.070000 7.880000 0.479000 3.686989
0.790000 1.840000 0.171900 0.114761
3.850000 8.040000 0.820800 11.598090
2.040000 4.640000 0.442000 1.919136
3.280000 2.830000 0.505000 2.086357
9.800000 0.110000 0.027400 0.014739
8.340000 0.230000 0.057100 0.054390
7.200000 8.020000 1.262800 32.432522
3.690000 8.410000 0.799800 11.386321
6.280000 7.320000 1.123400 22.986146
2.850000 7.600000 0.633300 6.350926
2.530000 3.620000 0.488900 2.005088
6.960000 0.770000 0.186900 0.487707
3.770000 2.850000 0.535900 2.571216
7.170000 9.450000 1.346400 40.733091
1.370000 0.020000 0.005000 0.000068
1.740000 9.070000 0.412100 3.111975
2.780000 1.740000 0.347900 0.757142
6.060000 4.370000 0.835600 9.897259
4.340000 5.990000 0.828500 9.631676
8.270000 1.510000 0.358700 2.147247
7.270000 2.090000 0.479500 3.422547
4.700000 8.600000 0.973600 17.830343
0.870000 4.830000 0.206800 0.416835
4.320000 7.550000 0.884800 13.044015
2.510000 5.190000 0.534100 3.174055
5.890000 1.350000 0.315900 1.192977
3.530000 8.960000 0.778700 11.370865
7.900000 6.370000 1.168800 26.215976
7.820000 1.560000 0.368600 2.148100
1.680000 9.800000 0.400400 3.168003
0.510000 0.580000 0.090300 0.011880
3.740000 6.870000 0.775400 9.029372
6.680000 4.910000 0.932600 13.672012
7.810000 5.860000 1.104900 22.586200
6.670000 6.000000 1.051400 18.714175
3.700000 7.460000 0.783200 9.848415
9.880000 5.070000 1.065400 24.266028
6.670000 8.920000 1.259200 33.465611
0.340000 0.190000 0.039100 0.001144
6.690000 8.710000 1.250600 32.524881
0.290000 3.810000 0.071100 0.038543
4.110000 8.710000 0.878800 14.372621
9.360000 0.570000 0.140300 0.368649
5.530000 8.100000 1.076800 21.619371
1.180000 7.920000 0.283200 1.277846
0.890000 9.070000 0.216800 0.854550
0.830000 0.280000 0.063100 0.006830
0.630000 6.330000 0.153400 0.298624
6.460000 3.580000 0.739100 7.738929
9.240000 9.990000 1.598800 65.618586
8.340000 0.900000 0.218600 0.799511
9.750000 8.010000 1.458800 50.756486
8.990000 3.330000 0.741300 10.281216
0.770000 0.100000 0.024100 0.000901
6.310000 0.920000 0.221000 0.619884
2.760000 1.800000 0.355500 0.793249
8.300000 5.090000 1.023500 19.475034
6.310000 9.430000 1.236500 33.007142
1.710000 4.140000 0.374400 1.220402
3.890000 1.370000 0.307100 0.760333
5.650000 6.110000 0.977800 15.007289
3.190000 1.010000 0.229400 0.345347
0.500000 1.280000 0.110400 0.032648
3.330000 1.850000 0.381700 1.064511
5.940000 3.880000 0.766000 7.928088
7.240000 3.020000 0.660200 6.642241
6.760000 3.060000 0.659500 6.247299
8.340000 8.890000 1.433600 47.253721
4.750000 0.890000 0.211100 0.427381
0.910000 5.640000 0.217600 0.537742
9.520000 9.810000 1.610300 66.842372
0.850000 2.500000 0.191400 0.189324
1.140000 0.320000 0.073600 0.012627
5.900000 4.900000 0.888500 11.440441
3.590000 9.910000 0.801600 13.229567
3.280000 3.840000 0.587900 3.295773
5.230000 7.200000 0.997500 16.796080
9.290000 9.110000 1.533100 57.668173
5.680000 3.850000 0.751400 7.367269
8.230000 3.130000 0.694100 8.271622
9.040000 7.020000 1.306900 37.005034
3.800000 0.450000 0.109000 0.090582
2.090000 3.820000 0.432800 1.565597
3.600000 0.710000 0.167900 0.205084
4.310000 9.460000 0.927800 17.316681
1.550000 8.430000 0.368000 2.304753
1.190000 2.910000 0.261000 0.416343
1.600000 8.080000 0.378200 2.336591
0.840000 8.740000 0.204700 0.734291
2.570000 4.770000 0.534200 2.969256
6.330000 4.060000 0.805900 9.309029
1.570000 7.560000 0.370000 2.094422
3.800000 3.500000 0.606800 3.588339
0.610000 5.150000 0.147700 0.225576
9.620000 0.960000 0.233700 1.053653
5.450000 5.600000 0.920600 12.487716
3.510000 8.510000 0.768800 10.572816
4.090000 1.170000 0.268600 0.603870
2.870000 6.040000 0.612800 4.851415
3.450000 2.270000 0.447200 1.572124
8.000000 9.000000 1.409300 45.137492
8.160000 2.060000 0.478400 3.801639
9.760000 0.810000 0.198100 0.767586
7.330000 9.830000 1.385200 44.588137
6.920000 9.060000 1.296300 36.279583
1.770000 7.210000 0.412000 2.488956
5.170000 3.840000 0.726700 6.445856
3.960000 7.230000 0.819900 10.634416
9.500000 2.270000 0.529500 5.412576
5.860000 5.000000 0.896500 11.692932
7.750000 8.950000 1.380900 42.625593
4.140000 7.220000 0.847500 11.448560
9.320000 2.420000 0.560600 5.969606
6.150000 1.110000 0.263800 0.863809
6.260000 7.930000 1.158200 25.639992
1.220000 4.070000 0.278700 0.648660
4.960000 5.200000 0.846000 9.698666
3.050000 0.730000 0.170300 0.179673
5.690000 3.650000 0.724500 6.762803
0.190000 1.050000 0.045200 0.004320
5.290000 8.380000 1.055000 21.035223
0.920000 7.070000 0.222000 0.700183
6.430000 3.530000 0.730400 7.510169
2.310000 6.050000 0.512000 3.309279
6.340000 8.490000 1.197500 28.793618
5.560000 0.960000 0.228700 0.586516
1.430000 2.140000 0.280300 0.384888
4.760000 2.750000 0.561900 3.322621
1.890000 0.250000 0.060300 0.013806
3.670000 6.780000 0.761900 8.594885
0.800000 3.850000 0.188500 0.276921
0.040000 6.930000 0.010000 0.001382
1.200000 1.680000 0.230200 0.207644
8.130000 6.300000 1.173800 26.826445
0.980000 1.010000 0.165800 0.072931
7.600000 5.770000 1.083300 21.209620
5.830000 2.080000 0.465400 2.620277
1.460000 5.710000 0.338700 1.333974
7.220000 9.690000 1.364800 42.656797
0.220000 9.080000 0.054700 0.054271
7.220000 1.380000 0.326900 1.558782
0.940000 1.330000 0.181000 0.101270
5.070000 0.440000 0.107500 0.117430
5.870000 7.700000 1.100400 22.203502
6.150000 3.380000 0.699200 6.583507
5.240000 0.150000 0.037200 0.014527
7.260000 2.920000 0.642100 6.276665
0.870000 5.150000 0.207500 0.447043
2.080000 5.730000 0.464300 2.566805
6.290000 3.520000 0.725000 7.263630
5.310000 8.520000 1.062900 21.641082
8.780000 1.290000 0.309800 1.694833
8.680000 3.490000 0.767500 10.720805
9.850000 8.100000 1.474700 52.414127
5.740000 7.980000 1.098500 22.507352
6.560000 0.920000 0.221400 0.646295
9.410000 0.900000 0.219400 0.907771
0.780000 9.510000 0.190800 0.693893
8.220000 5.840000 1.122300 24.111441
4.380000 5.110000 0.783800 7.808722
2.850000 4.060000 0.549900 2.849000
1.550000 4.060000 0.343600 0.999894
0.120000 6.550000 0.029900 0.011682
4.400000 6.330000 0.851800 10.625886
5.890000 1.870000 0.424500 2.184842
8.860000 7.350000 1.333400 38.673926
9.980000 6.190000 1.240700 34.503008
0.150000 6.350000 0.037300 0.017649
8.950000 3.830000 0.833700 13.130234
4.020000 6.710000 0.813500 9.895104
5.980000 1.760000 0.402900 1.989207
1.610000 7.790000 0.379500 2.270693
4.750000 0.010000 0.002500 0.000059
7.480000 8.770000 1.341400 39.170913
7.940000 9.930000 1.461700 51.377746
1.220000 3.530000 0.274100 0.549070
8.910000 2.060000 0.481800 4.197650
4.270000 2.090000 0.443600 1.804934
9.280000 1.670000 0.397000 2.951193
0.390000 6.480000 0.096000 0.119522
4.560000 4.920000 0.788300 7.863056
7.340000 0.820000 0.199000 0.582975
5.320000 4.200000 0.777000 7.742678
1.760000 3.190000 0.363700 0.924846
2.900000 7.860000 0.645900 6.822628
5.460000 0.150000 0.037200 0.015146
9.670000 0.220000 0.054700 0.057840
4.370000 3.750000 0.670800 4.892546
7.720000 8.820000 1.369200 41.481418
3.330000 8.180000 0.730900 9.173483
9.540000 4.820000 1.016300 21.267223
7.630000 0.550000 0.134900 0.278208
1.910000 0.630000 0.142400 0.079889
6.130000 9.360000 1.209200 31.154364
6.930000 1.200000 0.285900 1.141948
6.820000 6.610000 1.118800 22.416373
1.370000 9.050000 0.328500 1.965813
2.940000 0.700000 0.163300 0.159355
3.770000 1.430000 0.317300 0.791314
8.960000 0.770000 0.188200 0.635835
9.720000 7.220000 1.366300 42.840690
9.030000 5.260000 1.072400 23.001666
4.720000 4.720000 0.786700 7.789189
3.790000 0.840000 0.197100 0.298379
9.410000 8.570000 1.493400 53.556326
9.280000 0.870000 0.212200 0.837353
2.830000 2.980000 0.483700 1.813231
4.340000 4.840000 0.761600 7.115448
2.070000 2.570000 0.380000 0.901018
8.230000 4.910000 0.994700 18.129697
1.330000 6.480000 0.313700 1.289946
1.460000 8.540000 0.348100 2.085500
4.870000 8.020000 0.981900 17.281959
5.330000 4.520000 0.812500 8.714855
1.820000 1.370000 0.258000 0.287313
0.770000 9.430000 0.188400 0.670651
5.720000 8.080000 1.100600 22.767365
8.880000 5.040000 1.034400 20.933605
0.210000 7.260000 0.052100 0.039444
8.620000 1.990000 0.465400 3.790404
1.120000 1.520000 0.212600 0.161718
7.020000 8.250000 1.260200 32.489100
2.900000 0.210000 0.051500 0.015413
3.980000 8.300000 0.848300 12.790840
6.620000 8.060000 1.205800 28.662742
3.520000 9.650000 0.785300 12.368461
8.150000 4.300000 0.898100 14.287554
3.290000 2.610000 0.482000 1.845383
6.480000 0.560000 0.136800 0.243164
1.750000 5.030000 0.392900 1.607848
9.250000 5.830000 1.163200 28.216353
0.740000 6.440000 0.179400 0.415877
2.380000 3.040000 0.441700 1.425617
9.020000 8.280000 1.437700 47.744730
8.100000 5.920000 1.126700 24.153230
3.940000 2.880000 0.548100 2.780385
4.650000 3.430000 0.650700 4.638079
5.520000 2.090000 0.463800 2.475860
7.140000 4.320000 0.871900 12.120884
0.550000 9.780000 0.135500 0.359483
3.980000 0.600000 0.143900 0.165874
1.590000 7.640000 0.374600 2.170352
1.490000 1.890000 0.275800 0.346392
5.490000 3.240000 0.658300 5.284251
1.650000 2.090000 0.305300 0.469456
2.320000 2.810000 0.421700 1.224567
8.060000 4.570000 0.938200 15.626795
7.360000 0.500000 0.122800 0.222256
6.920000 3.420000 0.724500 7.812531
5.300000 5.810000 0.922900 12.637399
7.130000 0.550000 0.134700 0.259309
0.650000 2.760000 0.151800 0.129166
4.000000 2.840000 0.545900 2.775419
9.370000 1.230000 0.296700 1.657717
4.500000 3.310000 0.628500 4.184477
1.370000 5.720000 0.319500 1.186690
2.400000 4.240000 0.492900 2.268370
7.030000 4.670000 0.917200 13.512780
9.820000 4.860000 1.029200 22.379850
4.010000 6.540000 0.806300 9.524781
8.390000 3.500000 0.765100 10.338363
1.990000 3.720000 0.414300 1.391249
2.830000 8.480000 0.638700 7.142427
9.010000 8.730000 1.477800 51.664667
3.030000 6.390000 0.647300 5.723787
4.360000 0.240000 0.059200 0.030534
7.690000 2.230000 0.511200 4.116077
5.070000 6.880000 0.962100 14.999096
1.580000 1.720000 0.274300 0.331404
3.140000 2.800000 0.492600 1.926328
6.060000 1.300000 0.305700 1.146958
7.990000 2.870000 0.641600 6.828132
1.300000 9.190000 0.312700 1.806680
1.000000 2.090000 0.213200 0.203444
9.030000 2.620000 0.600600 6.671165
7.010000 8.930000 1.299700 36.289891
2.290000 3.730000 0.460300 1.770863
8.570000 3.890000 0.837900 12.790659
4.270000 6.050000 0.822400 9.510670
2.470000 2.200000 0.387200 0.935958
9.550000 8.150000 1.461200 50.625381
7.990000 6.510000 1.189600 27.571469
8.740000 4.970000 1.019500 20.023623
6.310000 9.520000 1.240200 33.434368
5.180000 7.820000 1.018300 18.512225
5.810000 0.080000 0.019900 0.004616
0.890000 3.900000 0.208300 0.343495
1.560000 9.240000 0.372100 2.578978
0.350000 6.030000 0.086200 0.089675
1.210000 5.360000 0.283500 0.873718
9.190000 0.990000 0.240500 1.066108
7.360000 5.250000 1.007600 17.420758
0.990000 4.290000 0.231600 0.466896
6.390000 3.240000 0.682700 6.430430
8.290000 8.090000 1.364700 40.679186
7.330000 4.460000 0.898700 13.238840
5.820000 3.000000 0.629800 4.998672
3.290000 5.990000 0.680700 6.076417
